HRRCITY,Staffed All Beds,Staffed ICU Beds,Licensed All Beds,Estimated Beds Available (Conventional),Estimated Additional Ventilators Required (Conventional),Physicians Required to Staff Beds (Conventional) - Lower,Physicians Required to Staff Beds (Conventional) - Upper,Respiratory Therapists Required to Staff Beds (Conventional) - Lower,Respiratory Therapists Required to Staff Beds (Conventional) - Upper,Critical Care Nurses Required to Staff Beds (Conventional) - Lower,Critical Care Nurses Required to Staff Beds (Conventional) - Upper,Estimated Beds Available (Contingency),Estimated Additional Ventilators Required (Contingency),Physicians Required to Staff Beds (Contingency) - Lower,Physicians Required to Staff Beds (Contingency) - Upper,Respiratory Therapists Required to Staff Beds (Contingency) - Lower,Respiratory Therapists Required to Staff Beds (Contingency) - Upper,Critical Care Nurses Required to Staff Beds (Contingency) - Lower,Critical Care Nurses Required to Staff Beds (Contingency) - Upper,Estimated Beds Available (Crisis),Estimated Additional Ventilators Required (Crisis),Physicians Required to Staff Beds (Crisis) - Lower,Physicians Required to Staff Beds (Crisis) - Upper,Respiratory Therapists Required to Staff Beds (Crisis) - Lower,Respiratory Therapists Required to Staff Beds (Crisis) - Upper,Critical Care Nurses Required to Staff Beds (Crisis) - Lower,Critical Care Nurses Required to Staff Beds (Crisis) - Upper,All Bed Occupancy Rate,ICU Bed Occupancy Rate,Population,Population (20+),Population (65+),Staffed All Beds [Per 1000 People],Staffed All Beds [Per 1000 Adults (20+)],Staffed All Beds [Per 1000 Elderly (65+)],Staffed ICU Beds [Per 1000 People],Staffed ICU Beds [Per 1000 Adults (20+)],Staffed ICU Beds [Per 1000 Elderly (65+)],Licensed All Beds [Per 1000 People],Licensed All Beds [Per 1000 Adults (20+)],Licensed All Beds [Per 1000 Elderly (65+)],Estimated Beds Available (Conventional) [Per 1000 People],Estimated Beds Available (Conventional) [Per 1000 Adults (20+)],Estimated Beds Available (Conventional) [Per 1000 Elderly (65+)],Estimated Additional Ventilators Required (Conventional) [Per 1000 People],Estimated Additional Ventilators Required (Conventional) [Per 1000 Adults (20+)],Estimated Additional Ventilators Required (Conventional) [Per 1000 Elderly (65+)],Physicians Required to Staff Beds (Conventional) - Lower [Per 1000 People],Physicians Required to Staff Beds (Conventional) - Lower [Per 1000 Adults (20+)],Physicians Required to Staff Beds (Conventional) - Lower [Per 1000 Elderly (65+)],Physicians Required to Staff Beds (Conventional) - Upper [Per 1000 People],Physicians Required to Staff Beds (Conventional) - Upper [Per 1000 Adults (20+)],Physicians Required to Staff Beds (Conventional) - Upper [Per 1000 Elderly (65+)],Respiratory Therapists Required to Staff Beds (Conventional) - Lower [Per 1000 People],Respiratory Therapists Required to Staff Beds (Conventional) - Lower [Per 1000 Adults (20+)],Respiratory Therapists Required to Staff Beds (Conventional) - Lower [Per 1000 Elderly (65+)],Respiratory Therapists Required to Staff Beds (Conventional) - Upper [Per 1000 People],Respiratory Therapists Required to Staff Beds (Conventional) - Upper [Per 1000 Adults (20+)],Respiratory Therapists Required to Staff Beds (Conventional) - Upper [Per 1000 Elderly (65+)],Critical Care Nurses Required to Staff Beds (Conventional) - Lower [Per 1000 People],Critical Care Nurses Required to Staff Beds (Conventional) - Lower [Per 1000 Adults (20+)],Critical Care Nurses Required to Staff Beds (Conventional) - Lower [Per 1000 Elderly (65+)],Critical Care Nurses Required to Staff Beds (Conventional) - Upper [Per 1000 People],Critical Care Nurses Required to Staff Beds (Conventional) - Upper [Per 1000 Adults (20+)],Critical Care Nurses Required to Staff Beds (Conventional) - Upper [Per 1000 Elderly (65+)],Estimated Beds Available (Contingency) [Per 1000 People],Estimated Beds Available (Contingency) [Per 1000 Adults (20+)],Estimated Beds Available (Contingency) [Per 1000 Elderly (65+)],Estimated Additional Ventilators Required (Contingency) [Per 1000 People],Estimated Additional Ventilators Required (Contingency) [Per 1000 Adults (20+)],Estimated Additional Ventilators Required (Contingency) [Per 1000 Elderly (65+)],Physicians Required to Staff Beds (Contingency) - Lower [Per 1000 People],Physicians Required to Staff Beds (Contingency) - Lower [Per 1000 Adults (20+)],Physicians Required to Staff Beds (Contingency) - Lower [Per 1000 Elderly (65+)],Physicians Required to Staff Beds (Contingency) - Upper [Per 1000 People],Physicians Required to Staff Beds (Contingency) - Upper [Per 1000 Adults (20+)],Physicians Required to Staff Beds (Contingency) - Upper [Per 1000 Elderly (65+)],Respiratory Therapists Required to Staff Beds (Contingency) - Lower [Per 1000 People],Respiratory Therapists Required to Staff Beds (Contingency) - Lower [Per 1000 Adults (20+)],Respiratory Therapists Required to Staff Beds (Contingency) - Lower [Per 1000 Elderly (65+)],Respiratory Therapists Required to Staff Beds (Contingency) - Upper [Per 1000 People],Respiratory Therapists Required to Staff Beds (Contingency) - Upper [Per 1000 Adults (20+)],Respiratory Therapists Required to Staff Beds (Contingency) - Upper [Per 1000 Elderly (65+)],Critical Care Nurses Required to Staff Beds (Contingency) - Lower [Per 1000 People],Critical Care Nurses Required to Staff Beds (Contingency) - Lower [Per 1000 Adults (20+)],Critical Care Nurses Required to Staff Beds (Contingency) - Lower [Per 1000 Elderly (65+)],Critical Care Nurses Required to Staff Beds (Contingency) - Upper [Per 1000 People],Critical Care Nurses Required to Staff Beds (Contingency) - Upper [Per 1000 Adults (20+)],Critical Care Nurses Required to Staff Beds (Contingency) - Upper [Per 1000 Elderly (65+)],Estimated Beds Available (Crisis) [Per 1000 People],Estimated Beds Available (Crisis) [Per 1000 Adults (20+)],Estimated Beds Available (Crisis) [Per 1000 Elderly (65+)],Estimated Additional Ventilators Required (Crisis) [Per 1000 People],Estimated Additional Ventilators Required (Crisis) [Per 1000 Adults (20+)],Estimated Additional Ventilators Required (Crisis) [Per 1000 Elderly (65+)],Physicians Required to Staff Beds (Crisis) - Lower [Per 1000 People],Physicians Required to Staff Beds (Crisis) - Lower [Per 1000 Adults (20+)],Physicians Required to Staff Beds (Crisis) - Lower [Per 1000 Elderly (65+)],Physicians Required to Staff Beds (Crisis) - Upper [Per 1000 People],Physicians Required to Staff Beds (Crisis) - Upper [Per 1000 Adults (20+)],Physicians Required to Staff Beds (Crisis) - Upper [Per 1000 Elderly (65+)],Respiratory Therapists Required to Staff Beds (Crisis) - Lower [Per 1000 People],Respiratory Therapists Required to Staff Beds (Crisis) - Lower [Per 1000 Adults (20+)],Respiratory Therapists Required to Staff Beds (Crisis) - Lower [Per 1000 Elderly (65+)],Respiratory Therapists Required to Staff Beds (Crisis) - Upper [Per 1000 People],Respiratory Therapists Required to Staff Beds (Crisis) - Upper [Per 1000 Adults (20+)],Respiratory Therapists Required to Staff Beds (Crisis) - Upper [Per 1000 Elderly (65+)],Critical Care Nurses Required to Staff Beds (Crisis) - Lower [Per 1000 People],Critical Care Nurses Required to Staff Beds (Crisis) - Lower [Per 1000 Adults (20+)],Critical Care Nurses Required to Staff Beds (Crisis) - Lower [Per 1000 Elderly (65+)],Critical Care Nurses Required to Staff Beds (Crisis) - Upper [Per 1000 People],Critical Care Nurses Required to Staff Beds (Crisis) - Upper [Per 1000 Adults (20+)],Critical Care Nurses Required to Staff Beds (Crisis) - Upper [Per 1000 Elderly (65+)]
FL- TAMPA,4614.0,520.0,4818.0,166,0,19,19,20,22,43,43,535,0,20,23,25,27,63,63,1781,210,24,24,69,103,414,414,0.62,0.68,1526659.4454818664,1153820.4217758765,249928.6828571648,3.022,3.999,18.461,0.341,0.451,2.081,3.156,4.176,19.277,0.109,0.144,0.664,0.0,0.0,0.0,0.012,0.016,0.076,0.012,0.016,0.076,0.013,0.017,0.08,0.014,0.019,0.088,0.028,0.037,0.172,0.028,0.037,0.172,0.35,0.464,2.141,0.0,0.0,0.0,0.013,0.017,0.08,0.015,0.02,0.092,0.016,0.022,0.1,0.018,0.023,0.108,0.041,0.055,0.252,0.041,0.055,0.252,1.167,1.544,7.126,0.138,0.182,0.84,0.016,0.021,0.096,0.016,0.021,0.096,0.045,0.06,0.276,0.067,0.089,0.412,0.271,0.359,1.656,0.271,0.359,1.656
GA- ALBANY,513.0,50.0,817.0,20,0,4,4,4,4,7,7,64,0,4,4,4,5,9,9,332,55,5,5,12,18,68,68,0.59,0.6,213664.91516742567,155904.7195473296,34227.05849524327,2.401,3.29,14.988,0.234,0.321,1.461,3.824,5.24,23.87,0.094,0.128,0.584,0.0,0.0,0.0,0.019,0.026,0.117,0.019,0.026,0.117,0.019,0.026,0.117,0.019,0.026,0.117,0.033,0.045,0.205,0.033,0.045,0.205,0.3,0.411,1.87,0.0,0.0,0.0,0.019,0.026,0.117,0.019,0.026,0.117,0.019,0.026,0.117,0.023,0.032,0.146,0.042,0.058,0.263,0.042,0.058,0.263,1.554,2.13,9.7,0.257,0.353,1.607,0.023,0.032,0.146,0.023,0.032,0.146,0.056,0.077,0.351,0.084,0.115,0.526,0.318,0.436,1.987,0.318,0.436,1.987
GA- ATLANTA,13076.0,1666.0,14889.0,508,0,74,75,78,81,131,131,1610,0,79,84,84,90,185,185,4193,790,79,79,165,234,886,886,0.72,0.7,6981804.28685433,5113269.809672561,913845.2239993652,1.873,2.557,14.309,0.239,0.326,1.823,2.133,2.912,16.293,0.073,0.099,0.556,0.0,0.0,0.0,0.011,0.014,0.081,0.011,0.015,0.082,0.011,0.015,0.085,0.012,0.016,0.089,0.019,0.026,0.143,0.019,0.026,0.143,0.231,0.315,1.762,0.0,0.0,0.0,0.011,0.015,0.086,0.012,0.016,0.092,0.012,0.016,0.092,0.013,0.018,0.098,0.026,0.036,0.202,0.026,0.036,0.202,0.601,0.82,4.588,0.113,0.154,0.864,0.011,0.015,0.086,0.011,0.015,0.086,0.024,0.032,0.181,0.034,0.046,0.256,0.127,0.173,0.97,0.127,0.173,0.97
GA- AUGUSTA,2921.0,448.0,3756.0,125,0,18,18,19,19,35,35,402,0,19,20,21,24,47,47,1439,584,23,23,60,88,352,352,0.57,0.72,692036.8306893406,515972.8158743656,113172.50796682503,4.221,5.661,25.81,0.647,0.868,3.959,5.427,7.279,33.188,0.181,0.242,1.105,0.0,0.0,0.0,0.026,0.035,0.159,0.026,0.035,0.159,0.027,0.037,0.168,0.027,0.037,0.168,0.051,0.068,0.309,0.051,0.068,0.309,0.581,0.779,3.552,0.0,0.0,0.0,0.027,0.037,0.168,0.029,0.039,0.177,0.03,0.041,0.186,0.035,0.047,0.212,0.068,0.091,0.415,0.068,0.091,0.415,2.079,2.789,12.715,0.844,1.132,5.16,0.033,0.045,0.203,0.033,0.045,0.203,0.087,0.116,0.53,0.127,0.171,0.778,0.509,0.682,3.11,0.509,0.682,3.11
GA- COLUMBUS,1283.0,69.0,1679.0,29,0,12,12,12,12,15,15,91,0,12,12,12,13,18,18,768,327,15,15,38,54,216,216,0.47,0.59,337034.3885063316,248459.23294949596,48260.1371772984,3.807,5.164,26.585,0.205,0.278,1.43,4.982,6.758,34.791,0.086,0.117,0.601,0.0,0.0,0.0,0.036,0.048,0.249,0.036,0.048,0.249,0.036,0.048,0.249,0.036,0.048,0.249,0.045,0.06,0.311,0.045,0.06,0.311,0.27,0.366,1.886,0.0,0.0,0.0,0.036,0.048,0.249,0.036,0.048,0.249,0.036,0.048,0.249,0.039,0.052,0.269,0.053,0.072,0.373,0.053,0.072,0.373,2.279,3.091,15.914,0.97,1.316,6.776,0.045,0.06,0.311,0.045,0.06,0.311,0.113,0.153,0.787,0.16,0.217,1.119,0.641,0.869,4.476,0.641,0.869,4.476
GA- MACON,2121.0,240.0,2559.0,56,0,22,22,22,22,29,29,186,0,22,23,23,24,35,35,1016,295,23,23,54,76,284,284,0.58,0.76,734004.1431542097,546101.7115745154,120093.61138199853,2.89,3.884,17.661,0.327,0.439,1.998,3.486,4.686,21.308,0.076,0.103,0.466,0.0,0.0,0.0,0.03,0.04,0.183,0.03,0.04,0.183,0.03,0.04,0.183,0.03,0.04,0.183,0.04,0.053,0.241,0.04,0.053,0.241,0.253,0.341,1.549,0.0,0.0,0.0,0.03,0.04,0.183,0.031,0.042,0.192,0.031,0.042,0.192,0.033,0.044,0.2,0.048,0.064,0.291,0.048,0.064,0.291,1.384,1.86,8.46,0.402,0.54,2.456,0.031,0.042,0.192,0.031,0.042,0.192,0.074,0.099,0.45,0.104,0.139,0.633,0.387,0.52,2.365,0.387,0.52,2.365
GA- ROME,589.0,74.0,693.0,21,0,6,6,6,6,7,7,67,0,6,6,6,6,8,8,224,53,6,6,10,13,45,45,0.68,0.72,316365.89897763886,234029.30153493222,52262.22750303777,1.862,2.517,11.27,0.234,0.316,1.416,2.191,2.961,13.26,0.066,0.09,0.402,0.0,0.0,0.0,0.019,0.026,0.115,0.019,0.026,0.115,0.019,0.026,0.115,0.019,0.026,0.115,0.022,0.03,0.134,0.022,0.03,0.134,0.212,0.286,1.282,0.0,0.0,0.0,0.019,0.026,0.115,0.019,0.026,0.115,0.019,0.026,0.115,0.019,0.026,0.115,0.025,0.034,0.153,0.025,0.034,0.153,0.708,0.957,4.286,0.168,0.226,1.014,0.019,0.026,0.115,0.019,0.026,0.115,0.032,0.043,0.191,0.041,0.056,0.249,0.142,0.192,0.861,0.142,0.192,0.861
GA- SAVANNAH,2265.0,163.0,2664.0,51,0,27,27,27,27,31,31,165,0,27,27,27,28,36,36,918,352,27,27,41,62,223,223,0.62,0.68,890645.202005145,662827.2373219815,145748.96537048116,2.543,3.417,15.54,0.183,0.246,1.118,2.991,4.019,18.278,0.057,0.077,0.35,0.0,0.0,0.0,0.03,0.041,0.185,0.03,0.041,0.185,0.03,0.041,0.185,0.03,0.041,0.185,0.035,0.047,0.213,0.035,0.047,0.213,0.185,0.249,1.132,0.0,0.0,0.0,0.03,0.041,0.185,0.03,0.041,0.185,0.03,0.041,0.185,0.031,0.042,0.192,0.04,0.054,0.247,0.04,0.054,0.247,1.031,1.385,6.299,0.395,0.531,2.415,0.03,0.041,0.185,0.03,0.041,0.185,0.046,0.062,0.281,0.07,0.094,0.425,0.25,0.336,1.53,0.25,0.336,1.53
IA- CEDAR RAPIDS,607.0,44.0,1116.0,23,0,7,7,7,7,11,11,73,0,7,7,7,8,15,15,549,92,10,10,23,36,144,144,0.5,0.48,326062.06643694144,242632.64496446718,54253.774734862,1.862,2.502,11.188,0.135,0.181,0.811,3.423,4.6,20.57,0.071,0.095,0.424,0.0,0.0,0.0,0.021,0.029,0.129,0.021,0.029,0.129,0.021,0.029,0.129,0.021,0.029,0.129,0.034,0.045,0.203,0.034,0.045,0.203,0.224,0.301,1.346,0.0,0.0,0.0,0.021,0.029,0.129,0.021,0.029,0.129,0.021,0.029,0.129,0.025,0.033,0.147,0.046,0.062,0.276,0.046,0.062,0.276,1.684,2.263,10.119,0.282,0.379,1.696,0.031,0.041,0.184,0.031,0.041,0.184,0.071,0.095,0.424,0.11,0.148,0.664,0.442,0.593,2.654,0.442,0.593,2.654
IA- DAVENPORT,1202.0,119.0,1749.0,53,0,11,11,11,11,18,18,170,0,11,11,12,12,24,24,979,170,15,15,48,73,288,288,0.43,0.55,465178.9805481689,348275.2708240655,86684.08374165774,2.584,3.451,13.866,0.256,0.342,1.373,3.76,5.022,20.177,0.114,0.152,0.611,0.0,0.0,0.0,0.024,0.032,0.127,0.024,0.032,0.127,0.024,0.032,0.127,0.024,0.032,0.127,0.039,0.052,0.208,0.039,0.052,0.208,0.365,0.488,1.961,0.0,0.0,0.0,0.024,0.032,0.127,0.024,0.032,0.127,0.026,0.034,0.138,0.026,0.034,0.138,0.052,0.069,0.277,0.052,0.069,0.277,2.105,2.811,11.294,0.365,0.488,1.961,0.032,0.043,0.173,0.032,0.043,0.173,0.103,0.138,0.554,0.157,0.21,0.842,0.619,0.827,3.322,0.619,0.827,3.322
IA- DES MOINES,2447.0,173.0,3166.0,66,0,40,40,40,40,44,44,206,0,40,40,40,41,57,57,1458,614,40,40,75,108,423,423,0.54,0.62,1174222.2208451943,859725.8780047883,183135.70900906296,2.084,2.846,13.362,0.147,0.201,0.945,2.696,3.683,17.288,0.056,0.077,0.36,0.0,0.0,0.0,0.034,0.047,0.218,0.034,0.047,0.218,0.034,0.047,0.218,0.034,0.047,0.218,0.037,0.051,0.24,0.037,0.051,0.24,0.175,0.24,1.125,0.0,0.0,0.0,0.034,0.047,0.218,0.034,0.047,0.218,0.034,0.047,0.218,0.035,0.048,0.224,0.049,0.066,0.311,0.049,0.066,0.311,1.242,1.696,7.961,0.523,0.714,3.353,0.034,0.047,0.218,0.034,0.047,0.218,0.064,0.087,0.41,0.092,0.126,0.59,0.36,0.492,2.31,0.36,0.492,2.31
IA- DUBUQUE,332.0,18.0,545.0,8,0,6,6,6,6,6,6,27,0,6,6,6,6,7,7,277,81,6,6,13,19,76,76,0.46,0.54,153489.96494794067,114692.89890029989,29478.4824895811,2.163,2.895,11.262,0.117,0.157,0.611,3.551,4.752,18.488,0.052,0.07,0.271,0.0,0.0,0.0,0.039,0.052,0.204,0.039,0.052,0.204,0.039,0.052,0.204,0.039,0.052,0.204,0.039,0.052,0.204,0.039,0.052,0.204,0.176,0.235,0.916,0.0,0.0,0.0,0.039,0.052,0.204,0.039,0.052,0.204,0.039,0.052,0.204,0.039,0.052,0.204,0.046,0.061,0.237,0.046,0.061,0.237,1.805,2.415,9.397,0.528,0.706,2.748,0.039,0.052,0.204,0.039,0.052,0.204,0.085,0.113,0.441,0.124,0.166,0.645,0.495,0.663,2.578,0.495,0.663,2.578
IA- IOWA CITY,1319.0,121.0,1943.0,42,0,12,12,12,12,19,19,135,0,12,13,13,13,26,26,821,173,14,14,42,64,253,253,0.56,0.65,383786.8933873894,288070.2121157513,63476.848725492106,3.437,4.579,20.779,0.315,0.42,1.906,5.063,6.745,30.61,0.109,0.146,0.662,0.0,0.0,0.0,0.031,0.042,0.189,0.031,0.042,0.189,0.031,0.042,0.189,0.031,0.042,0.189,0.05,0.066,0.299,0.05,0.066,0.299,0.352,0.469,2.127,0.0,0.0,0.0,0.031,0.042,0.189,0.034,0.045,0.205,0.034,0.045,0.205,0.034,0.045,0.205,0.068,0.09,0.41,0.068,0.09,0.41,2.139,2.85,12.934,0.451,0.601,2.725,0.036,0.049,0.221,0.036,0.049,0.221,0.109,0.146,0.662,0.167,0.222,1.008,0.659,0.878,3.986,0.659,0.878,3.986
IA- MASON CITY,375.0,18.0,540.0,6,0,8,8,8,8,8,8,18,0,8,8,8,8,8,8,283,143,8,8,13,21,82,82,0.44,0.68,130403.51478156497,98744.97804289778,28558.14883512238,2.876,3.798,13.131,0.138,0.182,0.63,4.141,5.469,18.909,0.046,0.061,0.21,0.0,0.0,0.0,0.061,0.081,0.28,0.061,0.081,0.28,0.061,0.081,0.28,0.061,0.081,0.28,0.061,0.081,0.28,0.061,0.081,0.28,0.138,0.182,0.63,0.0,0.0,0.0,0.061,0.081,0.28,0.061,0.081,0.28,0.061,0.081,0.28,0.061,0.081,0.28,0.061,0.081,0.28,0.061,0.081,0.28,2.17,2.866,9.91,1.097,1.448,5.007,0.061,0.081,0.28,0.061,0.081,0.28,0.1,0.132,0.455,0.161,0.213,0.735,0.629,0.83,2.871,0.629,0.83,2.871
IA- SIOUX CITY,653.0,39.0,1207.0,17,0,16,16,16,16,17,17,52,0,16,16,16,16,20,20,497,216,16,16,23,33,131,131,0.51,0.59,248650.3425002326,177171.533065327,41851.81552861998,2.626,3.686,15.603,0.157,0.22,0.932,4.854,6.813,28.84,0.068,0.096,0.406,0.0,0.0,0.0,0.064,0.09,0.382,0.064,0.09,0.382,0.064,0.09,0.382,0.064,0.09,0.382,0.068,0.096,0.406,0.068,0.096,0.406,0.209,0.294,1.242,0.0,0.0,0.0,0.064,0.09,0.382,0.064,0.09,0.382,0.064,0.09,0.382,0.064,0.09,0.382,0.08,0.113,0.478,0.08,0.113,0.478,1.999,2.805,11.875,0.869,1.219,5.161,0.064,0.09,0.382,0.064,0.09,0.382,0.092,0.13,0.55,0.133,0.186,0.788,0.527,0.739,3.13,0.527,0.739,3.13
IA- WATERLOO,556.0,29.0,950.0,16,0,9,9,9,9,12,12,53,0,9,9,9,9,14,14,555,159,10,10,33,46,184,184,0.44,0.43,209852.78161939565,156412.1349927204,37266.7210311343,2.649,3.555,14.919,0.138,0.185,0.778,4.527,6.074,25.492,0.076,0.102,0.429,0.0,0.0,0.0,0.043,0.058,0.242,0.043,0.058,0.242,0.043,0.058,0.242,0.043,0.058,0.242,0.057,0.077,0.322,0.057,0.077,0.322,0.253,0.339,1.422,0.0,0.0,0.0,0.043,0.058,0.242,0.043,0.058,0.242,0.043,0.058,0.242,0.043,0.058,0.242,0.067,0.09,0.376,0.067,0.09,0.376,2.645,3.548,14.893,0.758,1.017,4.267,0.048,0.064,0.268,0.048,0.064,0.268,0.157,0.211,0.886,0.219,0.294,1.234,0.877,1.176,4.937,0.877,1.176,4.937
ID- BOISE,1856.0,186.0,2095.0,93,0,21,21,22,23,39,39,299,0,22,24,24,26,55,55,991,261,22,22,47,64,255,255,0.53,0.5,836994.403704583,600874.8388258519,130209.36933501498,2.217,3.089,14.254,0.222,0.31,1.428,2.503,3.487,16.089,0.111,0.155,0.714,0.0,0.0,0.0,0.025,0.035,0.161,0.025,0.035,0.161,0.026,0.037,0.169,0.027,0.038,0.177,0.047,0.065,0.3,0.047,0.065,0.3,0.357,0.498,2.296,0.0,0.0,0.0,0.026,0.037,0.169,0.029,0.04,0.184,0.029,0.04,0.184,0.031,0.043,0.2,0.066,0.092,0.422,0.066,0.092,0.422,1.184,1.649,7.611,0.312,0.434,2.004,0.026,0.037,0.169,0.026,0.037,0.169,0.056,0.078,0.361,0.076,0.107,0.492,0.305,0.424,1.958,0.305,0.424,1.958
ID- IDAHO FALLS,492.0,44.0,573.0,24,0,7,7,7,7,11,11,78,0,7,8,8,8,15,15,252,63,7,7,12,18,64,64,0.57,0.45,245711.48755724385,164167.7812229166,30863.748252439083,2.002,2.997,15.941,0.179,0.268,1.426,2.332,3.49,18.565,0.098,0.146,0.778,0.0,0.0,0.0,0.028,0.043,0.227,0.028,0.043,0.227,0.028,0.043,0.227,0.028,0.043,0.227,0.045,0.067,0.356,0.045,0.067,0.356,0.317,0.475,2.527,0.0,0.0,0.0,0.028,0.043,0.227,0.033,0.049,0.259,0.033,0.049,0.259,0.033,0.049,0.259,0.061,0.091,0.486,0.061,0.091,0.486,1.026,1.535,8.165,0.256,0.384,2.041,0.028,0.043,0.227,0.028,0.043,0.227,0.049,0.073,0.389,0.073,0.11,0.583,0.26,0.39,2.074,0.26,0.39,2.074
IL- AURORA,405.0,42.0,527.0,17,0,3,3,3,3,4,4,55,0,3,3,3,3,7,7,278,0,4,4,12,20,78,78,0.48,0.59,251395.5250569458,180289.797974173,32879.86975123212,1.611,2.246,12.318,0.167,0.233,1.277,2.096,2.923,16.028,0.068,0.094,0.517,0.0,0.0,0.0,0.012,0.017,0.091,0.012,0.017,0.091,0.012,0.017,0.091,0.012,0.017,0.091,0.016,0.022,0.122,0.016,0.022,0.122,0.219,0.305,1.673,0.0,0.0,0.0,0.012,0.017,0.091,0.012,0.017,0.091,0.012,0.017,0.091,0.012,0.017,0.091,0.028,0.039,0.213,0.028,0.039,0.213,1.106,1.542,8.455,0.0,0.0,0.0,0.016,0.022,0.122,0.016,0.022,0.122,0.048,0.067,0.365,0.08,0.111,0.608,0.31,0.433,2.372,0.31,0.433,2.372
IL- BLOOMINGTON,385.0,35.0,412.0,10,0,3,3,3,3,3,3,33,0,3,3,3,3,4,4,204,64,3,3,8,13,51,51,0.48,0.71,189442.94599947555,140370.16508690632,27062.660818028067,2.032,2.743,14.226,0.185,0.249,1.293,2.175,2.935,15.224,0.053,0.071,0.37,0.0,0.0,0.0,0.016,0.021,0.111,0.016,0.021,0.111,0.016,0.021,0.111,0.016,0.021,0.111,0.016,0.021,0.111,0.016,0.021,0.111,0.174,0.235,1.219,0.0,0.0,0.0,0.016,0.021,0.111,0.016,0.021,0.111,0.016,0.021,0.111,0.016,0.021,0.111,0.021,0.028,0.148,0.021,0.028,0.148,1.077,1.453,7.538,0.338,0.456,2.365,0.016,0.021,0.111,0.016,0.021,0.111,0.042,0.057,0.296,0.069,0.093,0.48,0.269,0.363,1.885,0.269,0.363,1.885
IL- BLUE ISLAND,1996.0,249.0,2472.0,82,0,6,6,6,6,16,16,267,0,6,6,7,9,25,25,839,0,8,8,28,42,167,167,0.68,0.67,1516685.4138160087,1147454.1368547252,220677.36645480778,1.316,1.74,9.045,0.164,0.217,1.128,1.63,2.154,11.202,0.054,0.071,0.372,0.0,0.0,0.0,0.004,0.005,0.027,0.004,0.005,0.027,0.004,0.005,0.027,0.004,0.005,0.027,0.011,0.014,0.073,0.011,0.014,0.073,0.176,0.233,1.21,0.0,0.0,0.0,0.004,0.005,0.027,0.004,0.005,0.027,0.005,0.006,0.032,0.006,0.008,0.041,0.016,0.022,0.113,0.016,0.022,0.113,0.553,0.731,3.802,0.0,0.0,0.0,0.005,0.007,0.036,0.005,0.007,0.036,0.018,0.024,0.127,0.028,0.037,0.19,0.11,0.146,0.757,0.11,0.146,0.757
IL- CHICAGO,9022.0,873.0,10786.0,287,0,36,36,37,38,72,72,918,0,38,39,40,45,106,106,4471,1019,53,53,191,285,1139,1139,0.57,0.67,1093573.0372324365,829382.715851216,160074.3660258213,8.25,10.878,56.361,0.798,1.053,5.454,9.863,13.005,67.381,0.262,0.346,1.793,0.0,0.0,0.0,0.033,0.043,0.225,0.033,0.043,0.225,0.034,0.045,0.231,0.035,0.046,0.237,0.066,0.087,0.45,0.066,0.087,0.45,0.839,1.107,5.735,0.0,0.0,0.0,0.035,0.046,0.237,0.036,0.047,0.244,0.037,0.048,0.25,0.041,0.054,0.281,0.097,0.128,0.662,0.097,0.128,0.662,4.088,5.391,27.931,0.932,1.229,6.366,0.048,0.064,0.331,0.048,0.064,0.331,0.175,0.23,1.193,0.261,0.344,1.78,1.042,1.373,7.115,1.042,1.373,7.115
IL- ELGIN,1987.0,142.0,2027.0,69,0,9,9,9,10,21,21,222,0,9,10,10,12,32,32,687,218,10,10,27,37,148,148,0.66,0.51,1052010.5079248222,781808.8745796363,151616.05784719976,1.889,2.542,13.105,0.135,0.182,0.937,1.927,2.593,13.369,0.066,0.088,0.455,0.0,0.0,0.0,0.009,0.012,0.059,0.009,0.012,0.059,0.009,0.012,0.059,0.01,0.013,0.066,0.02,0.027,0.139,0.02,0.027,0.139,0.211,0.284,1.464,0.0,0.0,0.0,0.009,0.012,0.059,0.01,0.013,0.066,0.01,0.013,0.066,0.011,0.015,0.079,0.03,0.041,0.211,0.03,0.041,0.211,0.653,0.879,4.531,0.207,0.279,1.438,0.01,0.013,0.066,0.01,0.013,0.066,0.026,0.035,0.178,0.035,0.047,0.244,0.141,0.189,0.976,0.141,0.189,0.976
IL- EVANSTON,2189.0,232.0,2574.0,91,0,7,7,8,9,22,22,291,0,9,10,10,12,33,33,899,23,9,9,28,43,168,168,0.66,0.61,1116225.2120964506,843685.7088615395,162987.68266224608,1.961,2.595,13.43,0.208,0.275,1.423,2.306,3.051,15.793,0.082,0.108,0.558,0.0,0.0,0.0,0.006,0.008,0.043,0.006,0.008,0.043,0.007,0.009,0.049,0.008,0.011,0.055,0.02,0.026,0.135,0.02,0.026,0.135,0.261,0.345,1.785,0.0,0.0,0.0,0.008,0.011,0.055,0.009,0.012,0.061,0.009,0.012,0.061,0.011,0.014,0.074,0.03,0.039,0.202,0.03,0.039,0.202,0.805,1.066,5.516,0.021,0.027,0.141,0.008,0.011,0.055,0.008,0.011,0.055,0.025,0.033,0.172,0.039,0.051,0.264,0.151,0.199,1.031,0.151,0.199,1.031
