HRRCITY,Staffed All Beds,Staffed ICU Beds,Licensed All Beds,Estimated Beds Available (Conventional),Estimated Additional Ventilators Required (Conventional),Physicians Required to Staff Beds (Conventional) - Lower,Physicians Required to Staff Beds (Conventional) - Upper,Respiratory Therapists Required to Staff Beds (Conventional) - Lower,Respiratory Therapists Required to Staff Beds (Conventional) - Upper,Critical Care Nurses Required to Staff Beds (Conventional) - Lower,Critical Care Nurses Required to Staff Beds (Conventional) - Upper,Estimated Beds Available (Contingency),Estimated Additional Ventilators Required (Contingency),Physicians Required to Staff Beds (Contingency) - Lower,Physicians Required to Staff Beds (Contingency) - Upper,Respiratory Therapists Required to Staff Beds (Contingency) - Lower,Respiratory Therapists Required to Staff Beds (Contingency) - Upper,Critical Care Nurses Required to Staff Beds (Contingency) - Lower,Critical Care Nurses Required to Staff Beds (Contingency) - Upper,Estimated Beds Available (Crisis),Estimated Additional Ventilators Required (Crisis),Physicians Required to Staff Beds (Crisis) - Lower,Physicians Required to Staff Beds (Crisis) - Upper,Respiratory Therapists Required to Staff Beds (Crisis) - Lower,Respiratory Therapists Required to Staff Beds (Crisis) - Upper,Critical Care Nurses Required to Staff Beds (Crisis) - Lower,Critical Care Nurses Required to Staff Beds (Crisis) - Upper,All Bed Occupancy Rate,ICU Bed Occupancy Rate,Population,Population (20+),Population (65+),Staffed All Beds [Per 1000 People],Staffed All Beds [Per 1000 Adults (20+)],Staffed All Beds [Per 1000 Elderly (65+)],Staffed ICU Beds [Per 1000 People],Staffed ICU Beds [Per 1000 Adults (20+)],Staffed ICU Beds [Per 1000 Elderly (65+)],Licensed All Beds [Per 1000 People],Licensed All Beds [Per 1000 Adults (20+)],Licensed All Beds [Per 1000 Elderly (65+)],Estimated Beds Available (Conventional) [Per 1000 People],Estimated Beds Available (Conventional) [Per 1000 Adults (20+)],Estimated Beds Available (Conventional) [Per 1000 Elderly (65+)],Estimated Additional Ventilators Required (Conventional) [Per 1000 People],Estimated Additional Ventilators Required (Conventional) [Per 1000 Adults (20+)],Estimated Additional Ventilators Required (Conventional) [Per 1000 Elderly (65+)],Physicians Required to Staff Beds (Conventional) - Lower [Per 1000 People],Physicians Required to Staff Beds (Conventional) - Lower [Per 1000 Adults (20+)],Physicians Required to Staff Beds (Conventional) - Lower [Per 1000 Elderly (65+)],Physicians Required to Staff Beds (Conventional) - Upper [Per 1000 People],Physicians Required to Staff Beds (Conventional) - Upper [Per 1000 Adults (20+)],Physicians Required to Staff Beds (Conventional) - Upper [Per 1000 Elderly (65+)],Respiratory Therapists Required to Staff Beds (Conventional) - Lower [Per 1000 People],Respiratory Therapists Required to Staff Beds (Conventional) - Lower [Per 1000 Adults (20+)],Respiratory Therapists Required to Staff Beds (Conventional) - Lower [Per 1000 Elderly (65+)],Respiratory Therapists Required to Staff Beds (Conventional) - Upper [Per 1000 People],Respiratory Therapists Required to Staff Beds (Conventional) - Upper [Per 1000 Adults (20+)],Respiratory Therapists Required to Staff Beds (Conventional) - Upper [Per 1000 Elderly (65+)],Critical Care Nurses Required to Staff Beds (Conventional) - Lower [Per 1000 People],Critical Care Nurses Required to Staff Beds (Conventional) - Lower [Per 1000 Adults (20+)],Critical Care Nurses Required to Staff Beds (Conventional) - Lower [Per 1000 Elderly (65+)],Critical Care Nurses Required to Staff Beds (Conventional) - Upper [Per 1000 People],Critical Care Nurses Required to Staff Beds (Conventional) - Upper [Per 1000 Adults (20+)],Critical Care Nurses Required to Staff Beds (Conventional) - Upper [Per 1000 Elderly (65+)],Estimated Beds Available (Contingency) [Per 1000 People],Estimated Beds Available (Contingency) [Per 1000 Adults (20+)],Estimated Beds Available (Contingency) [Per 1000 Elderly (65+)],Estimated Additional Ventilators Required (Contingency) [Per 1000 People],Estimated Additional Ventilators Required (Contingency) [Per 1000 Adults (20+)],Estimated Additional Ventilators Required (Contingency) [Per 1000 Elderly (65+)],Physicians Required to Staff Beds (Contingency) - Lower [Per 1000 People],Physicians Required to Staff Beds (Contingency) - Lower [Per 1000 Adults (20+)],Physicians Required to Staff Beds (Contingency) - Lower [Per 1000 Elderly (65+)],Physicians Required to Staff Beds (Contingency) - Upper [Per 1000 People],Physicians Required to Staff Beds (Contingency) - Upper [Per 1000 Adults (20+)],Physicians Required to Staff Beds (Contingency) - Upper [Per 1000 Elderly (65+)],Respiratory Therapists Required to Staff Beds (Contingency) - Lower [Per 1000 People],Respiratory Therapists Required to Staff Beds (Contingency) - Lower [Per 1000 Adults (20+)],Respiratory Therapists Required to Staff Beds (Contingency) - Lower [Per 1000 Elderly (65+)],Respiratory Therapists Required to Staff Beds (Contingency) - Upper [Per 1000 People],Respiratory Therapists Required to Staff Beds (Contingency) - Upper [Per 1000 Adults (20+)],Respiratory Therapists Required to Staff Beds (Contingency) - Upper [Per 1000 Elderly (65+)],Critical Care Nurses Required to Staff Beds (Contingency) - Lower [Per 1000 People],Critical Care Nurses Required to Staff Beds (Contingency) - Lower [Per 1000 Adults (20+)],Critical Care Nurses Required to Staff Beds (Contingency) - Lower [Per 1000 Elderly (65+)],Critical Care Nurses Required to Staff Beds (Contingency) - Upper [Per 1000 People],Critical Care Nurses Required to Staff Beds (Contingency) - Upper [Per 1000 Adults (20+)],Critical Care Nurses Required to Staff Beds (Contingency) - Upper [Per 1000 Elderly (65+)],Estimated Beds Available (Crisis) [Per 1000 People],Estimated Beds Available (Crisis) [Per 1000 Adults (20+)],Estimated Beds Available (Crisis) [Per 1000 Elderly (65+)],Estimated Additional Ventilators Required (Crisis) [Per 1000 People],Estimated Additional Ventilators Required (Crisis) [Per 1000 Adults (20+)],Estimated Additional Ventilators Required (Crisis) [Per 1000 Elderly (65+)],Physicians Required to Staff Beds (Crisis) - Lower [Per 1000 People],Physicians Required to Staff Beds (Crisis) - Lower [Per 1000 Adults (20+)],Physicians Required to Staff Beds (Crisis) - Lower [Per 1000 Elderly (65+)],Physicians Required to Staff Beds (Crisis) - Upper [Per 1000 People],Physicians Required to Staff Beds (Crisis) - Upper [Per 1000 Adults (20+)],Physicians Required to Staff Beds (Crisis) - Upper [Per 1000 Elderly (65+)],Respiratory Therapists Required to Staff Beds (Crisis) - Lower [Per 1000 People],Respiratory Therapists Required to Staff Beds (Crisis) - Lower [Per 1000 Adults (20+)],Respiratory Therapists Required to Staff Beds (Crisis) - Lower [Per 1000 Elderly (65+)],Respiratory Therapists Required to Staff Beds (Crisis) - Upper [Per 1000 People],Respiratory Therapists Required to Staff Beds (Crisis) - Upper [Per 1000 Adults (20+)],Respiratory Therapists Required to Staff Beds (Crisis) - Upper [Per 1000 Elderly (65+)],Critical Care Nurses Required to Staff Beds (Crisis) - Lower [Per 1000 People],Critical Care Nurses Required to Staff Beds (Crisis) - Lower [Per 1000 Adults (20+)],Critical Care Nurses Required to Staff Beds (Crisis) - Lower [Per 1000 Elderly (65+)],Critical Care Nurses Required to Staff Beds (Crisis) - Upper [Per 1000 People],Critical Care Nurses Required to Staff Beds (Crisis) - Upper [Per 1000 Adults (20+)],Critical Care Nurses Required to Staff Beds (Crisis) - Upper [Per 1000 Elderly (65+)]
MN- MINNEAPOLIS,7687.0,640.0,11008.0,226,0,82,82,82,82,107,107,723,0,82,82,82,85,139,139,4095,1168,85,85,164,240,934,934,0.62,0.65,3348502.001533664,2497769.7159537324,519416.83780608245,2.296,3.078,14.799,0.191,0.256,1.232,3.287,4.407,21.193,0.067,0.09,0.435,0.0,0.0,0.0,0.024,0.033,0.158,0.024,0.033,0.158,0.024,0.033,0.158,0.024,0.033,0.158,0.032,0.043,0.206,0.032,0.043,0.206,0.216,0.289,1.392,0.0,0.0,0.0,0.024,0.033,0.158,0.024,0.033,0.158,0.024,0.033,0.158,0.025,0.034,0.164,0.042,0.056,0.268,0.042,0.056,0.268,1.223,1.639,7.884,0.349,0.468,2.249,0.025,0.034,0.164,0.025,0.034,0.164,0.049,0.066,0.316,0.072,0.096,0.462,0.279,0.374,1.798,0.279,0.374,1.798
MN- ROCHESTER,1553.0,240.0,2533.0,88,0,13,13,14,15,28,28,286,0,14,17,17,18,40,40,865,120,16,16,34,47,187,187,0.63,0.63,472116.50264852593,349844.1738149482,83516.73253377153,3.289,4.439,18.595,0.508,0.686,2.874,5.365,7.24,30.329,0.186,0.252,1.054,0.0,0.0,0.0,0.028,0.037,0.156,0.028,0.037,0.156,0.03,0.04,0.168,0.032,0.043,0.18,0.059,0.08,0.335,0.059,0.08,0.335,0.606,0.818,3.424,0.0,0.0,0.0,0.03,0.04,0.168,0.036,0.049,0.204,0.036,0.049,0.204,0.038,0.051,0.216,0.085,0.114,0.479,0.085,0.114,0.479,1.832,2.473,10.357,0.254,0.343,1.437,0.034,0.046,0.192,0.034,0.046,0.192,0.072,0.097,0.407,0.1,0.134,0.563,0.396,0.535,2.239,0.396,0.535,2.239
MN- ST CLOUD,611.0,45.0,726.0,16,0,9,9,9,9,10,10,52,0,9,9,9,9,12,12,287,127,9,9,12,17,70,70,0.62,0.64,294288.54544090235,213893.0984669079,44799.724939143256,2.076,2.857,13.638,0.153,0.21,1.004,2.467,3.394,16.205,0.054,0.075,0.357,0.0,0.0,0.0,0.031,0.042,0.201,0.031,0.042,0.201,0.031,0.042,0.201,0.031,0.042,0.201,0.034,0.047,0.223,0.034,0.047,0.223,0.177,0.243,1.161,0.0,0.0,0.0,0.031,0.042,0.201,0.031,0.042,0.201,0.031,0.042,0.201,0.031,0.042,0.201,0.041,0.056,0.268,0.041,0.056,0.268,0.975,1.342,6.406,0.432,0.594,2.835,0.031,0.042,0.201,0.031,0.042,0.201,0.041,0.056,0.268,0.058,0.079,0.379,0.238,0.327,1.563,0.238,0.327,1.563
MN- ST PAUL,1680.0,179.0,2314.0,53,0,16,16,16,16,18,18,164,0,16,16,16,16,23,23,653,211,16,16,21,32,127,127,0.7,0.71,1177959.883808144,868940.3028955448,172942.7046179192,1.426,1.933,9.714,0.152,0.206,1.035,1.964,2.663,13.38,0.045,0.061,0.306,0.0,0.0,0.0,0.014,0.018,0.093,0.014,0.018,0.093,0.014,0.018,0.093,0.014,0.018,0.093,0.015,0.021,0.104,0.015,0.021,0.104,0.139,0.189,0.948,0.0,0.0,0.0,0.014,0.018,0.093,0.014,0.018,0.093,0.014,0.018,0.093,0.014,0.018,0.093,0.02,0.026,0.133,0.02,0.026,0.133,0.554,0.751,3.776,0.179,0.243,1.22,0.014,0.018,0.093,0.014,0.018,0.093,0.018,0.024,0.121,0.027,0.037,0.185,0.108,0.146,0.734,0.108,0.146,0.734
MO- CAPE GIRARDEAU,864.0,54.0,1145.0,30,0,10,10,10,10,15,15,94,0,10,11,11,11,20,20,616,224,11,11,30,44,172,172,0.47,0.46,265985.63223794027,200445.81539019966,48104.586695331665,3.248,4.31,17.961,0.203,0.269,1.123,4.305,5.712,23.802,0.113,0.15,0.624,0.0,0.0,0.0,0.038,0.05,0.208,0.038,0.05,0.208,0.038,0.05,0.208,0.038,0.05,0.208,0.056,0.075,0.312,0.056,0.075,0.312,0.353,0.469,1.954,0.0,0.0,0.0,0.038,0.05,0.208,0.041,0.055,0.229,0.041,0.055,0.229,0.041,0.055,0.229,0.075,0.1,0.416,0.075,0.1,0.416,2.316,3.073,12.805,0.842,1.118,4.657,0.041,0.055,0.229,0.041,0.055,0.229,0.113,0.15,0.624,0.165,0.22,0.915,0.647,0.858,3.576,0.647,0.858,3.576
MO- COLUMBIA,2114.0,199.0,2481.0,76,0,24,24,24,24,30,30,246,0,24,24,24,25,42,42,1287,448,26,26,66,98,386,386,0.47,0.61,714138.5950162094,537219.8927297131,124629.10326857925,2.96,3.935,16.962,0.279,0.37,1.597,3.474,4.618,19.907,0.106,0.141,0.61,0.0,0.0,0.0,0.034,0.045,0.193,0.034,0.045,0.193,0.034,0.045,0.193,0.034,0.045,0.193,0.042,0.056,0.241,0.042,0.056,0.241,0.344,0.458,1.974,0.0,0.0,0.0,0.034,0.045,0.193,0.034,0.045,0.193,0.034,0.045,0.193,0.035,0.047,0.201,0.059,0.078,0.337,0.059,0.078,0.337,1.802,2.396,10.327,0.627,0.834,3.595,0.036,0.048,0.209,0.036,0.048,0.209,0.092,0.123,0.53,0.137,0.182,0.786,0.541,0.719,3.097,0.541,0.719,3.097
MO- JOPLIN,1153.0,124.0,1314.0,60,0,15,15,15,15,24,24,191,0,15,15,15,16,34,34,730,230,16,16,41,59,230,230,0.45,0.52,376460.4636176016,276611.5519576676,67322.72514386706,3.063,4.168,17.126,0.329,0.448,1.842,3.49,4.75,19.518,0.159,0.217,0.891,0.0,0.0,0.0,0.04,0.054,0.223,0.04,0.054,0.223,0.04,0.054,0.223,0.04,0.054,0.223,0.064,0.087,0.356,0.064,0.087,0.356,0.507,0.69,2.837,0.0,0.0,0.0,0.04,0.054,0.223,0.04,0.054,0.223,0.04,0.054,0.223,0.043,0.058,0.238,0.09,0.123,0.505,0.09,0.123,0.505,1.939,2.639,10.843,0.611,0.831,3.416,0.043,0.058,0.238,0.043,0.058,0.238,0.109,0.148,0.609,0.157,0.213,0.876,0.611,0.831,3.416,0.611,0.831,3.416
MO- KANSAS CITY,7119.0,906.0,9037.0,294,0,67,67,68,69,103,103,938,0,69,70,74,77,136,136,3357,751,71,71,139,203,767,767,0.64,0.68,2585136.778183969,1909703.5619219411,392351.5119792908,2.754,3.728,18.144,0.35,0.474,2.309,3.496,4.732,23.033,0.114,0.154,0.749,0.0,0.0,0.0,0.026,0.035,0.171,0.026,0.035,0.171,0.026,0.036,0.173,0.027,0.036,0.176,0.04,0.054,0.263,0.04,0.054,0.263,0.363,0.491,2.391,0.0,0.0,0.0,0.027,0.036,0.176,0.027,0.037,0.178,0.029,0.039,0.189,0.03,0.04,0.196,0.053,0.071,0.347,0.053,0.071,0.347,1.299,1.758,8.556,0.291,0.393,1.914,0.027,0.037,0.181,0.027,0.037,0.181,0.054,0.073,0.354,0.079,0.106,0.517,0.297,0.402,1.955,0.297,0.402,1.955
MO- SPRINGFIELD,2166.0,226.0,2838.0,77,0,19,19,19,20,27,27,246,0,20,20,21,21,35,35,1031,209,20,20,41,57,215,215,0.63,0.66,901351.4690647218,679199.9285969161,176243.2978757444,2.403,3.189,12.29,0.251,0.333,1.282,3.149,4.178,16.103,0.085,0.113,0.437,0.0,0.0,0.0,0.021,0.028,0.108,0.021,0.028,0.108,0.021,0.028,0.108,0.022,0.029,0.113,0.03,0.04,0.153,0.03,0.04,0.153,0.273,0.362,1.396,0.0,0.0,0.0,0.022,0.029,0.113,0.022,0.029,0.113,0.023,0.031,0.119,0.023,0.031,0.119,0.039,0.052,0.199,0.039,0.052,0.199,1.144,1.518,5.85,0.232,0.308,1.186,0.022,0.029,0.113,0.022,0.029,0.113,0.045,0.06,0.233,0.063,0.084,0.323,0.239,0.317,1.22,0.239,0.317,1.22
MO- ST LOUIS,11521.0,1040.0,13605.0,495,0,81,83,88,94,193,193,1587,0,91,100,104,116,280,280,5844,1184,100,100,265,390,1526,1526,0.57,0.52,3396784.566926675,2565700.804549536,571297.9619523641,3.392,4.49,20.166,0.306,0.405,1.82,4.005,5.303,23.814,0.146,0.193,0.866,0.0,0.0,0.0,0.024,0.032,0.142,0.024,0.032,0.145,0.026,0.034,0.154,0.028,0.037,0.165,0.057,0.075,0.338,0.057,0.075,0.338,0.467,0.619,2.778,0.0,0.0,0.0,0.027,0.035,0.159,0.029,0.039,0.175,0.031,0.041,0.182,0.034,0.045,0.203,0.082,0.109,0.49,0.082,0.109,0.49,1.72,2.278,10.229,0.349,0.461,2.072,0.029,0.039,0.175,0.029,0.039,0.175,0.078,0.103,0.464,0.115,0.152,0.683,0.449,0.595,2.671,0.449,0.595,2.671
MS- GULFPORT,549.0,31.0,1081.0,21,0,8,8,8,8,13,13,65,0,8,8,9,9,16,16,393,199,8,8,20,30,114,114,0.42,0.34,210511.67427759108,154687.99501023933,31915.819614929,2.608,3.549,17.202,0.147,0.2,0.971,5.135,6.988,33.87,0.1,0.136,0.658,0.0,0.0,0.0,0.038,0.052,0.251,0.038,0.052,0.251,0.038,0.052,0.251,0.038,0.052,0.251,0.062,0.084,0.407,0.062,0.084,0.407,0.309,0.42,2.037,0.0,0.0,0.0,0.038,0.052,0.251,0.038,0.052,0.251,0.043,0.058,0.282,0.043,0.058,0.282,0.076,0.103,0.501,0.076,0.103,0.501,1.867,2.541,12.314,0.945,1.286,6.235,0.038,0.052,0.251,0.038,0.052,0.251,0.095,0.129,0.627,0.143,0.194,0.94,0.542,0.737,3.572,0.542,0.737,3.572
MS- HATTIESBURG,1065.0,85.0,1294.0,28,0,11,11,11,11,12,12,92,0,11,11,11,11,15,15,512,97,12,12,24,33,128,128,0.59,0.67,326286.7341222639,239346.18344488862,51717.40079834028,3.264,4.45,20.593,0.261,0.355,1.644,3.966,5.406,25.021,0.086,0.117,0.541,0.0,0.0,0.0,0.034,0.046,0.213,0.034,0.046,0.213,0.034,0.046,0.213,0.034,0.046,0.213,0.037,0.05,0.232,0.037,0.05,0.232,0.282,0.384,1.779,0.0,0.0,0.0,0.034,0.046,0.213,0.034,0.046,0.213,0.034,0.046,0.213,0.034,0.046,0.213,0.046,0.063,0.29,0.046,0.063,0.29,1.569,2.139,9.9,0.297,0.405,1.876,0.037,0.05,0.232,0.037,0.05,0.232,0.074,0.1,0.464,0.101,0.138,0.638,0.392,0.535,2.475,0.392,0.535,2.475
MS- JACKSON,4270.0,328.0,6460.0,115,0,46,46,46,47,64,64,371,0,47,49,49,52,80,80,2776,1039,56,56,138,200,788,788,0.5,0.65,1059858.695652762,778985.7178143534,168233.59811192265,4.029,5.481,25.381,0.309,0.421,1.95,6.095,8.293,38.399,0.109,0.148,0.684,0.0,0.0,0.0,0.043,0.059,0.273,0.043,0.059,0.273,0.043,0.059,0.273,0.044,0.06,0.279,0.06,0.082,0.38,0.06,0.082,0.38,0.35,0.476,2.205,0.0,0.0,0.0,0.044,0.06,0.279,0.046,0.063,0.291,0.046,0.063,0.291,0.049,0.067,0.309,0.075,0.103,0.476,0.075,0.103,0.476,2.619,3.564,16.501,0.98,1.334,6.176,0.053,0.072,0.333,0.053,0.072,0.333,0.13,0.177,0.82,0.189,0.257,1.189,0.743,1.012,4.684,0.743,1.012,4.684
MS- MERIDIAN,983.0,51.0,1133.0,15,0,15,15,15,15,15,15,50,0,15,15,15,15,17,17,674,422,18,18,38,55,212,212,0.38,0.69,188632.52032845526,138714.31029593459,33719.98999074912,5.211,7.087,29.152,0.27,0.368,1.512,6.006,8.168,33.6,0.08,0.108,0.445,0.0,0.0,0.0,0.08,0.108,0.445,0.08,0.108,0.445,0.08,0.108,0.445,0.08,0.108,0.445,0.08,0.108,0.445,0.08,0.108,0.445,0.265,0.36,1.483,0.0,0.0,0.0,0.08,0.108,0.445,0.08,0.108,0.445,0.08,0.108,0.445,0.08,0.108,0.445,0.09,0.123,0.504,0.09,0.123,0.504,3.573,4.859,19.988,2.237,3.042,12.515,0.095,0.13,0.534,0.095,0.13,0.534,0.201,0.274,1.127,0.292,0.396,1.631,1.124,1.528,6.287,1.124,1.528,6.287
MS- OXFORD,407.0,30.0,638.0,18,0,7,7,7,7,11,11,58,0,7,7,7,7,15,15,363,195,7,7,22,31,118,118,0.46,0.4,153055.3529884277,113801.36564903973,24132.751422190282,2.659,3.576,16.865,0.196,0.264,1.243,4.168,5.606,26.437,0.118,0.158,0.746,0.0,0.0,0.0,0.046,0.062,0.29,0.046,0.062,0.29,0.046,0.062,0.29,0.046,0.062,0.29,0.072,0.097,0.456,0.072,0.097,0.456,0.379,0.51,2.403,0.0,0.0,0.0,0.046,0.062,0.29,0.046,0.062,0.29,0.046,0.062,0.29,0.046,0.062,0.29,0.098,0.132,0.622,0.098,0.132,0.622,2.372,3.19,15.042,1.274,1.714,8.08,0.046,0.062,0.29,0.046,0.062,0.29,0.144,0.193,0.912,0.203,0.272,1.285,0.771,1.037,4.89,0.771,1.037,4.89
MS- TUPELO,1222.0,104.0,1669.0,58,0,12,12,12,12,23,23,188,0,12,13,13,13,34,34,872,47,16,16,45,65,258,258,0.5,0.43,403735.91194005136,297965.350544023,65152.106375173964,3.027,4.101,18.756,0.258,0.349,1.596,4.134,5.601,25.617,0.144,0.195,0.89,0.0,0.0,0.0,0.03,0.04,0.184,0.03,0.04,0.184,0.03,0.04,0.184,0.03,0.04,0.184,0.057,0.077,0.353,0.057,0.077,0.353,0.466,0.631,2.886,0.0,0.0,0.0,0.03,0.04,0.184,0.032,0.044,0.2,0.032,0.044,0.2,0.032,0.044,0.2,0.084,0.114,0.522,0.084,0.114,0.522,2.16,2.927,13.384,0.116,0.158,0.721,0.04,0.054,0.246,0.04,0.054,0.246,0.111,0.151,0.691,0.161,0.218,0.998,0.639,0.866,3.96,0.639,0.866,3.96
MT- BILLINGS,1591.0,98.0,1710.0,39,0,40,40,40,40,44,44,123,0,40,40,40,41,48,48,739,279,40,40,51,62,198,198,0.57,0.6,581994.2824947523,435849.6125567386,101152.64703187057,2.734,3.65,15.729,0.168,0.225,0.969,2.938,3.923,16.905,0.067,0.089,0.386,0.0,0.0,0.0,0.069,0.092,0.395,0.069,0.092,0.395,0.069,0.092,0.395,0.069,0.092,0.395,0.076,0.101,0.435,0.076,0.101,0.435,0.211,0.282,1.216,0.0,0.0,0.0,0.069,0.092,0.395,0.069,0.092,0.395,0.069,0.092,0.395,0.07,0.094,0.405,0.082,0.11,0.475,0.082,0.11,0.475,1.27,1.696,7.306,0.479,0.64,2.758,0.069,0.092,0.395,0.069,0.092,0.395,0.088,0.117,0.504,0.107,0.142,0.613,0.34,0.454,1.957,0.34,0.454,1.957
MT- GREAT FALLS,563.0,26.0,781.0,10,0,13,13,13,13,14,14,33,0,13,13,13,13,15,15,472,115,16,16,30,43,155,155,0.38,0.6,198718.69986738072,147536.5048812307,36171.69751625106,2.833,3.816,15.565,0.131,0.176,0.719,3.93,5.294,21.591,0.05,0.068,0.276,0.0,0.0,0.0,0.065,0.088,0.359,0.065,0.088,0.359,0.065,0.088,0.359,0.065,0.088,0.359,0.07,0.095,0.387,0.07,0.095,0.387,0.166,0.224,0.912,0.0,0.0,0.0,0.065,0.088,0.359,0.065,0.088,0.359,0.065,0.088,0.359,0.065,0.088,0.359,0.075,0.102,0.415,0.075,0.102,0.415,2.375,3.199,13.049,0.579,0.779,3.179,0.081,0.108,0.442,0.081,0.108,0.442,0.151,0.203,0.829,0.216,0.291,1.189,0.78,1.051,4.285,0.78,1.051,4.285
MT- MISSOULA,1013.0,70.0,1158.0,34,0,19,19,19,19,22,22,109,0,19,19,19,19,26,26,448,149,19,19,27,32,118,118,0.62,0.52,406452.39734190557,316203.9655703282,83873.73922294691,2.492,3.204,12.078,0.172,0.221,0.835,2.849,3.662,13.806,0.084,0.108,0.405,0.0,0.0,0.0,0.047,0.06,0.227,0.047,0.06,0.227,0.047,0.06,0.227,0.047,0.06,0.227,0.054,0.07,0.262,0.054,0.07,0.262,0.268,0.345,1.3,0.0,0.0,0.0,0.047,0.06,0.227,0.047,0.06,0.227,0.047,0.06,0.227,0.047,0.06,0.227,0.064,0.082,0.31,0.064,0.082,0.31,1.102,1.417,5.341,0.367,0.471,1.776,0.047,0.06,0.227,0.047,0.06,0.227,0.066,0.085,0.322,0.079,0.101,0.382,0.29,0.373,1.407,0.29,0.373,1.407
NC- ASHEVILLE,1499.0,232.0,1938.0,75,0,16,16,16,16,27,27,244,0,16,17,17,18,37,37,730,179,16,16,31,45,173,173,0.65,0.66,729568.591622248,577763.0159641796,165524.47808194978,2.055,2.594,9.056,0.318,0.402,1.402,2.656,3.354,11.708,0.103,0.13,0.453,0.0,0.0,0.0,0.022,0.028,0.097,0.022,0.028,0.097,0.022,0.028,0.097,0.022,0.028,0.097,0.037,0.047,0.163,0.037,0.047,0.163,0.334,0.422,1.474,0.0,0.0,0.0,0.022,0.028,0.097,0.023,0.029,0.103,0.023,0.029,0.103,0.025,0.031,0.109,0.051,0.064,0.224,0.051,0.064,0.224,1.001,1.263,4.41,0.245,0.31,1.081,0.022,0.028,0.097,0.022,0.028,0.097,0.042,0.054,0.187,0.062,0.078,0.272,0.237,0.299,1.045,0.237,0.299,1.045
NC- CHARLOTTE,5484.0,456.0,6242.0,163,0,27,27,27,28,47,47,530,0,27,30,30,33,70,70,2090,265,30,30,80,116,441,441,0.67,0.64,2729640.0486876573,2021305.8437954902,386496.11021514045,2.009,2.713,14.189,0.167,0.226,1.18,2.287,3.088,16.15,0.06,0.081,0.422,0.0,0.0,0.0,0.01,0.013,0.07,0.01,0.013,0.07,0.01,0.013,0.07,0.01,0.014,0.072,0.017,0.023,0.122,0.017,0.023,0.122,0.194,0.262,1.371,0.0,0.0,0.0,0.01,0.013,0.07,0.011,0.015,0.078,0.011,0.015,0.078,0.012,0.016,0.085,0.026,0.035,0.181,0.026,0.035,0.181,0.766,1.034,5.408,0.097,0.131,0.686,0.011,0.015,0.078,0.011,0.015,0.078,0.029,0.04,0.207,0.042,0.057,0.3,0.162,0.218,1.141,0.162,0.218,1.141
NC- DURHAM,5318.0,373.0,5934.0,109,0,23,23,23,23,33,33,350,0,23,23,24,25,46,46,2192,933,35,35,105,156,616,616,0.59,0.71,1465320.9526686284,1103822.8387308596,252094.57080803814,3.629,4.818,21.095,0.255,0.338,1.48,4.05,5.376,23.539,0.074,0.099,0.432,0.0,0.0,0.0,0.016,0.021,0.091,0.016,0.021,0.091,0.016,0.021,0.091,0.016,0.021,0.091,0.023,0.03,0.131,0.023,0.03,0.131,0.239,0.317,1.388,0.0,0.0,0.0,0.016,0.021,0.091,0.016,0.021,0.091,0.016,0.022,0.095,0.017,0.023,0.099,0.031,0.042,0.182,0.031,0.042,0.182,1.496,1.986,8.695,0.637,0.845,3.701,0.024,0.032,0.139,0.024,0.032,0.139,0.072,0.095,0.417,0.106,0.141,0.619,0.42,0.558,2.444,0.42,0.558,2.444
NC- GREENSBORO,1651.0,218.0,2077.0,78,0,7,7,7,7,16,16,246,0,7,8,8,9,26,26,773,19,9,9,28,41,167,167,0.62,0.65,757014.9671726594,567449.1167601675,127885.70500069139,2.181,2.91,12.91,0.288,0.384,1.705,2.744,3.66,16.241,0.103,0.137,0.61,0.0,0.0,0.0,0.009,0.012,0.055,0.009,0.012,0.055,0.009,0.012,0.055,0.009,0.012,0.055,0.021,0.028,0.125,0.021,0.028,0.125,0.325,0.434,1.924,0.0,0.0,0.0,0.009,0.012,0.055,0.011,0.014,0.063,0.011,0.014,0.063,0.012,0.016,0.07,0.034,0.046,0.203,0.034,0.046,0.203,1.021,1.362,6.044,0.025,0.033,0.149,0.012,0.016,0.07,0.012,0.016,0.07,0.037,0.049,0.219,0.054,0.072,0.321,0.221,0.294,1.306,0.221,0.294,1.306
NC- GREENVILLE,3098.0,231.0,3483.0,102,0,17,17,17,18,31,31,327,0,18,20,20,22,44,44,1495,140,22,22,63,91,356,356,0.57,0.55,832430.524633667,627003.1411029109,142755.18089954046,3.722,4.941,21.701,0.278,0.368,1.618,4.184,5.555,24.398,0.123,0.163,0.715,0.0,0.0,0.0,0.02,0.027,0.119,0.02,0.027,0.119,0.02,0.027,0.119,0.022,0.029,0.126,0.037,0.049,0.217,0.037,0.049,0.217,0.393,0.522,2.291,0.0,0.0,0.0,0.022,0.029,0.126,0.024,0.032,0.14,0.024,0.032,0.14,0.026,0.035,0.154,0.053,0.07,0.308,0.053,0.07,0.308,1.796,2.384,10.472,0.168,0.223,0.981,0.026,0.035,0.154,0.026,0.035,0.154,0.076,0.1,0.441,0.109,0.145,0.637,0.428,0.568,2.494,0.428,0.568,2.494
