OBJECTID,Provider Number,dist_apart,match source,matching_uuid
1104,140059,0,dist threshhold,1104-140059
1105,141302,0,dist threshhold,1105-141302
1106,140174,15,dist threshhold,1106-140174
1107,140211,0,dist threshhold,1107-140211
1108,140217,0,dist threshhold,1108-140217
1109,140029,112,normalized average,1109-140029
1110,140030,120,top dist and str match,1110-140030
1111,140155,0,dist threshhold,1111-140155
1112,140186,0,dist threshhold,1112-140186
1113,140040,0,dist threshhold,1113-140040
1114,140064,0,dist threshhold,1114-140064
1115,140084,0,dist threshhold,1115-140084
1116,140033,0,dist threshhold,1116-140033
1117,140100,0,dist threshhold,1117-140100
1118,140202,0,dist threshhold,1118-140202
1119,140130,278,top dist and str match,1119-140130
1121,140291,0,dist threshhold,1121-140291
1122,141310,0,dist threshhold,1122-141310
1123,140234,0,dist threshhold,1123-140234
1124,140110,716,top dist and str match,1124-140110
1125,141344,0,dist threshhold,1125-141344
1126,140012,17,dist threshhold,1126-140012
1127,140161,0,dist threshhold,1127-140161
1128,141322,0,dist threshhold,1128-141322
1129,140089,0,dist threshhold,1129-140089
1130,140116,0,dist threshhold,1130-140116
1131,141335,0,dist threshhold,1131-141335
1132,140162,0,dist threshhold,1132-140162
1133,140127,0,dist threshhold,1133-140127
1134,140135,0,dist threshhold,1134-140135
1135,140166,0,dist threshhold,1135-140166
1136,141306,0,dist threshhold,1136-141306
1137,141347,0,dist threshhold,1137-141347
1138,141336,0,dist threshhold,1138-141336
1139,140289,61,dist threshhold,1139-140289
1140,140125,0,dist threshhold,1140-140125
1141,140052,0,dist threshhold,1141-140052
1142,140002,9,dist threshhold,1142-140002
1143,140034,0,dist threshhold,1143-140034
1144,141345,0,dist threshhold,1144-141345
1145,141313,0,dist threshhold,1145-141313
1146,141350,25,dist threshhold,1146-141350
1147,141332,0,dist threshhold,1147-141332
1148,140058,0,dist threshhold,1148-140058
1149,141312,0,dist threshhold,1149-141312
1150,140209,0,dist threshhold,1150-140209
1151,140067,49,dist threshhold,1151-140067
1152,140013,0,dist threshhold,1152-140013
1153,141307,0,dist threshhold,1153-141307
1154,141331,0,dist threshhold,1154-141331
1155,141301,0,dist threshhold,1155-141301
1156,141315,0,dist threshhold,1156-141315
1157,141348,0,dist threshhold,1157-141348
1158,141349,0,dist threshhold,1158-141349
1159,141338,0,dist threshhold,1159-141338
1160,140147,139,top dist and str match,1160-140147
1161,140275,0,dist threshhold,1161-140275
1162,140280,0,dist threshhold,1162-140280
1163,140185,0,dist threshhold,1163-140185
1164,140187,0,dist threshhold,1164-140187
1165,140077,0,dist threshhold,1165-140077
1166,140210,0,dist threshhold,1166-140210
1167,141324,0,dist threshhold,1167-141324
1168,140053,0,top dist and str match,1168-140053
1169,140148,25,dist threshhold,1169-140148
1170,141333,0,dist threshhold,1170-141333
1171,140019,0,dist threshhold,1171-140019
1172,140160,0,dist threshhold,1172-140160
1173,140120,0,dist threshhold,1173-140120
1174,141330,0,dist threshhold,1174-141330
1175,141342,0,dist threshhold,1175-141342
1176,141316,0,dist threshhold,1176-141316
1177,141320,0,dist threshhold,1177-141320
1178,140093,0,dist threshhold,1178-140093
1180,141327,0,dist threshhold,1180-141327
1181,141318,0,dist threshhold,1181-141318
1182,141311,0,dist threshhold,1182-141311
1183,140043,50,dist threshhold,1183-140043
1184,140007,0,dist threshhold,1184-140007
1185,140304,0,dist threshhold,1185-140304
1186,140213,0,dist threshhold,1186-140213
1187,140184,0,dist threshhold,1187-140184
1188,140011,55,dist threshhold,1188-140011
1190,140239,0,dist threshhold,1190-140239
1191,140233,0,dist threshhold,1191-140233
1192,140228,48,dist threshhold,1192-140228
1193,141309,0,dist threshhold,1193-141309
6031,144026,0,normalized average,6031-144026
6238,140307,0,dist threshhold,6238-140307
5071,141308,0,dist threshhold,5071-141308
5087,141321,0,dist threshhold,5087-141321
5110,141329,0,dist threshhold,5110-141329
5150,143026,0,top dist and str match,5150-143026
5209,144005,0,top dist and str match,5209-144005
5253,142009,0,dist threshhold,5253-142009
5277,144031,0,top dist and str match,5277-144031
5315,144016,0,dist threshhold,5315-144016
5316,142010,0,dist threshhold,5316-142010
5326,141323,0,dist threshhold,5326-141323
5335,143301,0,dist threshhold,5335-143301
5350,142011,0,dist threshhold,5350-142011
5364,144021,0,dist threshhold,5364-144021
5381,142008,0,dist threshhold,5381-142008
5448,144009,0,dist threshhold,5448-144009
5632,143302,2,dist threshhold,5632-143302
5696,142013,57,dist threshhold,5696-142013
5940,144040,0,dist threshhold,5940-144040
4330,152028,0,top dist and str match,4330-152028
4419,154035,0,top dist and str match,4419-154035
4437,152025,0,top dist and str match,4437-152025
4450,152013,0,dist threshhold,4450-152013
4498,151305,0,dist threshhold,4498-151305
4512,153030,0,top dist and str match,4512-153030
4584,154020,0,dist threshhold,4584-154020
4599,154031,0,dist threshhold,4599-154031
4603,150179,0,top dist and str match,4603-150179
4649,154005,0,dist threshhold,4649-154005
4671,154041,0,dist threshhold,4671-154041
4692,154051,0,dist threshhold,4692-154051
4699,151313,0,dist threshhold,4699-151313
4750,152020,0,dist threshhold,4750-152020
4816,154009,105,top dist and str match,4816-154009
4866,154050,0,dist threshhold,4866-154050
4912,151306,0,dist threshhold,4912-151306
4980,154011,0,top dist and str match,4980-154011
4998,154047,0,dist threshhold,4998-154047
1194,151330,0,dist threshhold,1194-151330
1195,150150,0,dist threshhold,1195-150150
1196,150167,0,normalized average,1196-150167
1197,150168,0,top dist and str match,1197-150168
1198,150017,0,top dist and str match,1198-150017
1200,150047,1,dist threshhold,1200-150047
1201,150112,11,dist threshhold,1201-150112
1202,151302,0,dist threshhold,1202-151302
1203,150104,0,dist threshhold,1203-150104
1204,150072,0,normalized average,1204-150072
1205,150009,0,dist threshhold,1205-150009
1206,151309,0,dist threshhold,1206-151309
1207,151316,38,dist threshhold,1207-151316
1208,150061,0,dist threshhold,1208-150061
1209,150086,52,top dist and str match,1209-150086
1210,151332,0,dist threshhold,1210-151332
1211,150045,0,dist threshhold,1211-150045
1212,150089,0,top dist and str match,1212-150089
1213,150115,0,dist threshhold,1213-150115
1214,150018,0,dist threshhold,1214-150018
1215,150026,0,dist threshhold,1215-150026
1216,150044,0,dist threshhold,1216-150044
1217,150172,0,dist threshhold,1217-150172
1218,151319,38,dist threshhold,1218-151319
1220,150011,0,top dist and str match,1220-150011
1221,151317,0,dist threshhold,1221-151317
1222,150161,0,dist threshhold,1222-150161
1223,150153,0,dist threshhold,1223-150153
1224,150157,84,dist threshhold,1224-150157
1225,150059,83,dist threshhold,1225-150059
1226,150037,0,dist threshhold,1226-150037
1228,150158,0,dist threshhold,1228-150158
1229,150005,0,dist threshhold,1229-150005
1230,150030,126,top dist and str match,1230-150030
1231,150010,0,dist threshhold,1231-150010
1232,150007,25,dist threshhold,1232-150007
1233,150091,0,dist threshhold,1233-150091
1234,150065,0,dist threshhold,1234-150065
1235,151324,0,dist threshhold,1235-151324
1236,151320,0,dist threshhold,1236-151320
1237,150069,0,dist threshhold,1237-150069
1238,151303,0,dist threshhold,1238-151303
1239,150001,0,dist threshhold,1239-150001
1240,150042,0,dist threshhold,1240-150042
1241,150133,0,top dist and str match,1241-150133
1242,151323,0,dist threshhold,1242-151323
1243,150165,0,dist threshhold,1243-150165
1244,150166,0,top dist and str match,1244-150166
1245,150125,0,dist threshhold,1245-150125
1246,150126,0,dist threshhold,1246-150126
1247,150090,0,dist threshhold,1247-150090
1248,150004,0,top dist and str match,1248-150004
1249,150034,0,dist threshhold,1249-150034
1250,150002,0,dist threshhold,1250-150002
1251,150008,0,top dist and str match,1251-150008
1252,150006,0,dist threshhold,1252-150006
1253,150015,0,dist threshhold,1253-150015
1254,151328,0,dist threshhold,1254-151328
1255,151335,131,normalized average,1255-151335
1256,150088,0,dist threshhold,1256-150088
1257,150113,0,dist threshhold,1257-150113
1258,151308,0,dist threshhold,1258-151308
1259,150169,0,top dist and str match,1259-150169
1260,150128,0,dist threshhold,1260-150128
1261,150160,19,dist threshhold,1261-150160
1262,150162,154,normalized average,1262-150162
1263,150084,127,normalized average,1263-150084
1264,150074,19,dist threshhold,1264-150074
1265,150024,0,dist threshhold,1265-150024
1268,150076,0,dist threshhold,1268-150076
1269,151300,0,dist threshhold,1269-151300
1270,151318,0,dist threshhold,1270-151318
1271,150164,0,top dist and str match,1271-150164
1272,150051,0,dist threshhold,1272-150051
1273,150022,0,dist threshhold,1273-150022
1274,150057,24,dist threshhold,1274-150057
1275,150146,0,dist threshhold,1275-150146
1276,151322,0,dist threshhold,1276-151322
1277,150035,0,dist threshhold,1277-150035
1278,151333,0,dist threshhold,1278-151333
1279,151301,0,dist threshhold,1279-151301
1280,151329,1,dist threshhold,1280-151329
1281,151304,0,dist threshhold,1281-151304
1282,150177,0,top dist and str match,1282-150177
1283,150012,0,dist threshhold,1283-150012
1284,150058,0,dist threshhold,1284-150058
1285,151334,0,dist threshhold,1285-151334
1286,150097,0,dist threshhold,1286-150097
1287,150102,0,dist threshhold,1287-150102
1288,151315,0,dist threshhold,1288-151315
1289,151327,0,dist threshhold,1289-151327
1290,150173,0,dist threshhold,1290-150173
1291,150109,0,dist threshhold,1291-150109
1292,151311,0,dist threshhold,1292-151311
1293,150100,93,dist threshhold,1293-150100
1294,150082,0,dist threshhold,1294-150082
1295,151326,0,dist threshhold,1295-151326
1296,150046,0,dist threshhold,1296-150046
1297,150023,0,top dist and str match,1297-150023
1298,151310,0,dist threshhold,1298-151310
1299,151307,0,dist threshhold,1299-151307
1300,150175,0,top dist and str match,1300-150175
1301,151325,0,dist threshhold,1301-151325
1302,150149,0,top dist and str match,1302-150149
1303,151314,0,dist threshhold,1303-151314
1304,150048,0,dist threshhold,1304-150048
1305,150075,0,dist threshhold,1305-150075
1306,151312,0,dist threshhold,1306-151312
1307,150101,0,dist threshhold,1307-150101
6047,154057,0,dist threshhold,6047-154057
6048,154059,0,top dist and str match,6048-154059
6114,153043,0,top dist and str match,6114-153043
6166,154060,0,top dist and str match,6166-154060
6213,154063,0,top dist and str match,6213-154063
6370,154064,0,dist threshhold,6370-154064
6461,153044,0,top dist and str match,6461-153044
5020,152026,0,normalized average,5020-152026
5038,153037,0,dist threshhold,5038-153037
5044,153028,0,top dist and str match,5044-153028
5068,154053,0,top dist and str match,5068-154053
5078,154021,0,top dist and str match,5078-154021
5213,154019,0,dist threshhold,5213-154019
5344,154024,0,dist threshhold,5344-154024
5363,152012,0,top dist and str match,5363-152012
5375,154052,0,dist threshhold,5375-154052
5388,154018,0,dist threshhold,5388-154018
5405,152007,0,dist threshhold,5405-152007
5439,154014,0,top dist and str match,5439-154014
5460,152014,0,dist threshhold,5460-152014
5489,153039,0,dist threshhold,5489-153039
5717,150021,107,top dist and str match,5717-150021
5757,150181,0,dist threshhold,5757-150181
5779,153042,0,top dist and str match,5779-153042
5836,154054,0,dist threshhold,5836-154054
5837,154055,0,dist threshhold,5837-154055
5880,150182,0,dist threshhold,5880-150182
5926,154056,0,dist threshhold,5926-154056
5936,154058,0,top dist and str match,5936-154058
4428,164003,0,dist threshhold,4428-164003
4492,161324,0,dist threshhold,4492-161324
4759,161347,0,dist threshhold,4759-161347
4777,161320,0,dist threshhold,4777-161320
4847,161305,0,dist threshhold,4847-161305
4875,162001,0,dist threshhold,4875-162001
4902,161315,0,dist threshhold,4902-161315
1308,161310,0,dist threshhold,1308-161310
1309,161304,0,dist threshhold,1309-161304
1310,161318,9,dist threshhold,1310-161318
1311,161377,0,dist threshhold,1311-161377
1312,161330,0,dist threshhold,1312-161330
1313,160110,0,dist threshhold,1313-160110
1314,160040,40,dist threshhold,1314-160040
1315,160067,0,dist threshhold,1315-160067
1316,161372,0,dist threshhold,1316-161372
1317,161339,0,dist threshhold,1317-161339
1318,161335,27,dist threshhold,1318-161335
1319,161375,0,dist threshhold,1319-161375
1320,161350,0,dist threshhold,1320-161350
1321,160005,0,dist threshhold,1321-160005
1322,161332,0,dist threshhold,1322-161332
1323,161376,0,dist threshhold,1323-161376
1324,160064,0,dist threshhold,1324-160064
1325,161362,0,dist threshhold,1325-161362
1326,161331,0,dist threshhold,1326-161331
1327,161348,0,dist threshhold,1327-161348
1328,160112,0,dist threshhold,1328-160112
1329,161319,0,dist threshhold,1329-161319
1330,161312,0,dist threshhold,1330-161312
1331,161313,0,dist threshhold,1331-161313
1332,160080,0,dist threshhold,1332-160080
1333,161369,0,dist threshhold,1333-161369
1334,161322,0,dist threshhold,1334-161322
1335,161327,0,dist threshhold,1335-161327
1336,161340,0,dist threshhold,1336-161340
1337,161343,0,dist threshhold,1337-161343
1338,160057,0,dist threshhold,1338-160057
1339,160124,20,dist threshhold,1339-160124
1340,160117,0,dist threshhold,1340-160117
1341,160069,107,top dist and str match,1341-160069
1342,161378,0,dist threshhold,1342-161378
1343,161351,0,dist threshhold,1343-161351
1344,161338,27,dist threshhold,1344-161338
1345,161316,55,dist threshhold,1345-161316
1346,161308,0,dist threshhold,1346-161308
1347,161325,0,dist threshhold,1347-161325
1348,161303,0,dist threshhold,1348-161303
1349,161314,0,dist threshhold,1349-161314
1350,161361,0,dist threshhold,1350-161361
1351,161307,0,dist threshhold,1351-161307
1352,161380,0,dist threshhold,1352-161380
1353,161309,0,dist threshhold,1353-161309
1354,161356,0,dist threshhold,1354-161356
1355,161328,0,dist threshhold,1355-161328
1356,161354,0,dist threshhold,1356-161354
1357,161317,0,dist threshhold,1357-161317
1358,161329,0,dist threshhold,1358-161329
1359,160032,0,dist threshhold,1359-160032
1360,161364,0,dist threshhold,1360-161364
1361,160058,229,top dist and str match,1361-160058
1363,160029,0,dist threshhold,1363-160029
1364,161306,0,dist threshhold,1364-161306
1365,161353,0,dist threshhold,1365-161353
1366,160122,0,dist threshhold,1366-160122
1367,160008,0,dist threshhold,1367-160008
1368,160045,0,normalized average,1368-160045
1369,160079,102,top dist and str match,1369-160079
1370,161341,12,dist threshhold,1370-161341
1371,161326,0,dist threshhold,1371-161326
1372,161379,0,dist threshhold,1372-161379
1373,161367,0,dist threshhold,1373-161367
1374,161355,0,dist threshhold,1374-161355
1375,160001,0,dist threshhold,1375-160001
1376,161359,0,dist threshhold,1376-161359
1377,161342,0,dist threshhold,1377-161342
1378,161363,0,dist threshhold,1378-161363
1379,160013,7,dist threshhold,1379-160013
1380,161300,0,dist threshhold,1380-161300
1381,161381,0,dist threshhold,1381-161381
1382,161345,0,dist threshhold,1382-161345
1383,161352,0,dist threshhold,1383-161352
1384,161366,0,dist threshhold,1384-161366
1385,161357,36,dist threshhold,1385-161357
1386,161368,0,dist threshhold,1386-161368
1387,160024,0,dist threshhold,1387-160024
1388,160101,0,dist threshhold,1388-160101
1389,160082,0,dist threshhold,1389-160082
1390,160083,0,top dist and str match,1390-160083
1392,160047,0,top dist and str match,1392-160047
1393,160028,0,top dist and str match,1393-160028
1394,160147,0,dist threshhold,1394-160147
1395,161373,0,dist threshhold,1395-161373
1396,160033,21,dist threshhold,1396-160033
1397,160104,0,dist threshhold,1397-160104
1398,161374,0,dist threshhold,1398-161374
1399,161360,0,dist threshhold,1399-161360
1400,161346,1512,top dist and str match,1400-161346
1401,161336,0,dist threshhold,1401-161336
1402,161311,28,dist threshhold,1402-161311
1403,161333,1907,top dist and str match,1403-161333
1404,160030,0,dist threshhold,1404-160030
1405,161365,0,dist threshhold,1405-161365
1406,161337,0,dist threshhold,1406-161337
1407,160089,0,dist threshhold,1407-160089
1408,161344,0,dist threshhold,1408-161344
1409,161358,0,dist threshhold,1409-161358
1410,160016,0,dist threshhold,1410-160016
1411,161371,0,dist threshhold,1411-161371
1412,160153,0,dist threshhold,1412-160153
1413,160146,0,dist threshhold,1413-160146
1414,161301,0,dist threshhold,1414-161301
1415,161302,0,dist threshhold,1415-161302
6157,160157,0,top dist and str match,6157-160157
6354,163025,0,dist threshhold,6354-163025
6468,161321,0,dist threshhold,6468-161321
5331,161323,0,dist threshhold,5331-161323
5414,161334,0,dist threshhold,5414-161334
5437,161349,0,dist threshhold,5437-161349
5495,161370,0,dist threshhold,5495-161370
5554,164002,0,dist threshhold,5554-164002
4441,174006,0,dist threshhold,4441-174006
4445,173028,0,dist threshhold,4445-173028
4528,172005,0,top dist and str match,4528-172005
4606,171311,0,dist threshhold,4606-171311
4618,171335,0,dist threshhold,4618-171335
4682,171323,0,dist threshhold,4682-171323
4690,171360,0,dist threshhold,4690-171360
4765,171365,0,dist threshhold,4765-171365
4771,171301,0,dist threshhold,4771-171301
4775,171352,0,dist threshhold,4775-171352
4776,171334,0,dist threshhold,4776-171334
4819,172004,0,dist threshhold,4819-172004
4892,171326,0,dist threshhold,4892-171326
4947,171330,40,dist threshhold,4947-171330
4963,171303,0,dist threshhold,4963-171303
4984,171343,0,dist threshhold,4984-171343
1416,171373,0,dist threshhold,1416-171373
1417,171316,0,dist threshhold,1417-171316
1418,171382,0,dist threshhold,1418-171382
1419,171331,0,dist threshhold,1419-171331
1420,171333,0,dist threshhold,1420-171333
1421,170191,0,dist threshhold,1421-170191
1422,171341,0,dist threshhold,1422-171341
1423,170197,0,dist threshhold,1423-170197
1424,170017,0,dist threshhold,1424-170017
1425,171318,0,dist threshhold,1425-171318
1426,171310,136,normalized average,1426-171310
1427,171304,0,dist threshhold,1427-171304
1428,171371,0,dist threshhold,1428-171371
1429,171349,0,dist threshhold,1429-171349
1430,170094,0,top dist and str match,1430-170094
1431,171312,0,dist threshhold,1431-171312
1432,170150,0,dist threshhold,1432-170150
1433,171383,13,dist threshhold,1433-171383
1434,171376,198,normalized average,1434-171376
1435,170006,50,dist threshhold,1435-170006
1436,171340,0,dist threshhold,1436-171340
1437,171381,0,dist threshhold,1437-171381
1438,170137,8,dist threshhold,1438-170137
1439,171317,0,dist threshhold,1439-171317
1440,170013,97,dist threshhold,1440-170013
1441,171327,0,dist threshhold,1441-171327
1442,170023,0,dist threshhold,1442-170023
1443,170175,0,dist threshhold,1443-170175
1444,170014,26,dist threshhold,1444-170014
1445,170074,0,dist threshhold,1445-170074
1446,171367,0,dist threshhold,1446-171367
1447,171325,0,dist threshhold,1447-171325
1448,170110,0,dist threshhold,1448-170110
1449,171359,0,dist threshhold,1449-171359
1450,171339,0,dist threshhold,1450-171339
1451,171322,0,dist threshhold,1451-171322
1452,170103,0,dist threshhold,1452-170103
1453,171369,0,dist threshhold,1453-171369
1454,171319,0,dist threshhold,1454-171319
1455,171314,0,dist threshhold,1455-171314
1456,171309,0,dist threshhold,1456-171309
1457,170194,0,top dist and str match,1457-170194
1459,170188,0,dist threshhold,1459-170188
1460,170176,0,dist threshhold,1460-170176
1461,170180,0,normalized average,1461-170180
1462,170182,0,dist threshhold,1462-170182
1463,170185,0,dist threshhold,1463-170185
1464,170104,0,dist threshhold,1464-170104
1465,170049,0,dist threshhold,1465-170049
1466,171313,0,dist threshhold,1466-171313
1468,170120,0,dist threshhold,1468-170120
1470,170009,0,dist threshhold,1470-170009
1471,170133,0,dist threshhold,1471-170133
1472,170001,32,top dist and str match,1472-170001
1473,170105,19,dist threshhold,1473-170105
1474,170075,0,dist threshhold,1474-170075
1475,171358,0,dist threshhold,1475-171358
1476,171356,0,dist threshhold,1476-171356
1478,171321,0,dist threshhold,1478-171321
1479,170109,0,dist threshhold,1479-170109
1480,171375,0,dist threshhold,1480-171375
1481,170145,0,dist threshhold,1481-170145
1482,171379,0,dist threshhold,1482-171379
1483,170166,0,dist threshhold,1483-170166
1484,171315,0,dist threshhold,1484-171315
1485,171338,97,dist threshhold,1485-171338
1486,171380,0,dist threshhold,1486-171380
1487,171336,0,dist threshhold,1487-171336
1488,171300,0,dist threshhold,1488-171300
1489,171348,0,dist threshhold,1489-171348
1490,171364,84,dist threshhold,1490-171364
1491,171328,134,normalized average,1491-171328
1492,171353,0,dist threshhold,1492-171353
1493,171354,41,dist threshhold,1493-171354
1494,171337,0,dist threshhold,1494-171337
1495,170027,0,dist threshhold,1495-170027
1496,170020,0,top dist and str match,1496-170020
1497,170198,0,top dist and str match,1497-170198
1498,171361,53,dist threshhold,1498-171361
1499,170190,0,dist threshhold,1499-170190
1501,171350,0,dist threshhold,1501-171350
1502,170187,0,top dist and str match,1502-170187
1503,170012,0,top dist and str match,1503-170012
1504,171372,0,dist threshhold,1504-171372
1505,170122,0,top dist and str match,1505-170122
1506,170123,0,dist threshhold,1506-170123
1507,170192,0,top dist and str match,1507-170192
1508,170196,0,dist threshhold,1508-170196
1510,170186,0,dist threshhold,1510-170186
1511,170183,0,dist threshhold,1511-170183
1512,170068,0,dist threshhold,1512-170068
1514,170086,11,normalized average,1514-170086
1515,171347,0,dist threshhold,1515-171347
1516,171370,0,dist threshhold,1516-171370
1517,171377,0,dist threshhold,1517-171377
1518,170039,49,dist threshhold,1518-170039
1519,171355,0,dist threshhold,1519-171355
1520,171351,0,dist threshhold,1520-171351
1521,171306,0,dist threshhold,1521-171306
1522,171344,0,dist threshhold,1522-171344
1523,171374,0,dist threshhold,1523-171374
1524,170146,0,top dist and str match,1524-170146
1525,170040,0,dist threshhold,1525-170040
6049,170201,0,dist threshhold,6049-170201
6097,173032,0,dist threshhold,6097-173032
6120,170203,0,dist threshhold,6120-170203
6268,174020,0,dist threshhold,6268-174020
6341,174021,0,dist threshhold,6341-174021
5018,171363,0,dist threshhold,5018-171363
5072,171362,0,dist threshhold,5072-171362
5084,173026,0,top dist and str match,5084-173026
5091,173300,0,top dist and str match,5091-173300
5096,174016,8,dist threshhold,5096-174016
5267,171324,0,dist threshhold,5267-171324
5337,171307,0,dist threshhold,5337-171307
5367,174004,0,top dist and str match,5367-174004
5396,171308,0,dist threshhold,5396-171308
5446,171329,0,dist threshhold,5446-171329
5471,172003,0,top dist and str match,5471-172003
5512,173027,0,dist threshhold,5512-173027
5521,171332,16,dist threshhold,5521-171332
5522,171345,0,dist threshhold,5522-171345
5567,173025,0,top dist and str match,5567-173025
5574,171342,0,dist threshhold,5574-171342
5626,170200,0,dist threshhold,5626-170200
5838,170199,17,dist threshhold,5838-170199
4355,184009,0,dist threshhold,4355-184009
4413,184007,0,dist threshhold,4413-184007
4625,182001,0,dist threshhold,4625-182001
4708,183028,0,top dist and str match,4708-183028
4722,183026,0,dist threshhold,4722-183026
4787,184012,0,dist threshhold,4787-184012
4803,182003,0,dist threshhold,4803-182003
4829,184015,0,dist threshhold,4829-184015
4919,183027,0,top dist and str match,4919-183027
4935,183030,0,dist threshhold,4935-183030
4992,184008,0,dist threshhold,4992-184008
1526,181324,0,dist threshhold,1526-181324
1527,180017,0,dist threshhold,1527-180017
1528,180020,0,dist threshhold,1528-180020
1529,180021,45,dist threshhold,1529-180021
1530,180045,0,dist threshhold,1530-180045
1531,180046,0,dist threshhold,1531-180046
1532,180009,1759,top dist and str match,1532-180009
1533,180048,0,dist threshhold,1533-180048
1534,180139,0,dist threshhold,1534-180139
1535,181319,0,dist threshhold,1535-181319
1536,181322,0,dist threshhold,1536-181322
1537,180027,0,dist threshhold,1537-180027
1539,181310,0,dist threshhold,1539-181310
1540,181309,0,dist threshhold,1540-181309
1541,180051,0,top dist and str match,1541-180051
1543,180043,0,dist threshhold,1543-180043
1544,180106,0,dist threshhold,1544-180106
1545,180095,70,dist threshhold,1545-180095
1546,181317,0,dist threshhold,1546-181317
1547,180038,0,dist threshhold,1547-180038
1549,180143,0,top dist and str match,1549-180143
1550,180103,0,dist threshhold,1550-180103
1552,180010,0,dist threshhold,1552-180010
1553,180053,0,dist threshhold,1553-180053
1554,180005,75,dist threshhold,1554-180005
1555,181305,0,dist threshhold,1555-181305
1556,181331,24,dist threshhold,1556-181331
1557,180127,0,dist threshhold,1557-180127
1558,181311,267,top dist and str match,1558-181311
1559,180116,0,dist threshhold,1559-180116
1560,180070,0,dist threshhold,1560-180070
1561,181325,0,dist threshhold,1561-181325
1562,180036,0,dist threshhold,1562-180036
1563,180012,0,top dist and str match,1563-180012
1564,180050,0,dist threshhold,1564-180050
1565,180079,0,dist threshhold,1565-180079
1566,181314,0,dist threshhold,1566-181314
1567,180056,0,dist threshhold,1567-180056
1568,180093,0,top dist and str match,1568-180093
1569,180088,0,top dist and str match,1569-180088
1571,180130,0,dist threshhold,1571-180130
1572,180141,0,top dist and str match,1572-180141
1573,180078,0,dist threshhold,1573-180078
1575,180080,20,top dist and str match,1575-180080
1576,181328,0,dist threshhold,1576-181328
1577,180011,0,dist threshhold,1577-180011
1578,180128,0,dist threshhold,1578-180128
1579,181316,0,dist threshhold,1579-181316
1580,180002,0,dist threshhold,1580-180002
1581,181315,0,dist threshhold,1581-181315
1582,181320,0,dist threshhold,1582-181320
1583,180066,0,dist threshhold,1583-180066
1585,180102,0,dist threshhold,1585-180102
1586,181329,0,dist threshhold,1586-181329
1587,180049,0,dist threshhold,1587-180049
1588,180024,0,dist threshhold,1588-180024
1589,181327,0,dist threshhold,1589-181327
1590,180019,0,dist threshhold,1590-180019
1591,181302,0,dist threshhold,1591-181302
1592,180105,0,dist threshhold,1592-180105
1593,180064,0,dist threshhold,1593-180064
1594,181307,0,dist threshhold,1594-181307
1595,180004,95,dist threshhold,1595-180004
1596,180025,0,dist threshhold,1596-180025
1597,181323,0,dist threshhold,1597-181323
1598,180138,0,dist threshhold,1598-180138
1599,180029,0,dist threshhold,1599-180029
1600,180069,0,dist threshhold,1600-180069
1601,180044,0,dist threshhold,1601-180044
1602,180132,0,dist threshhold,1602-180132
1603,180115,0,dist threshhold,1603-180115
1604,180018,103,normalized average,1604-180018
1605,181330,0,dist threshhold,1605-181330
1606,180101,0,dist threshhold,1606-180101
1607,180016,0,dist threshhold,1607-180016
1608,181318,0,dist threshhold,1608-181318
1609,180087,0,dist threshhold,1609-180087
1610,181304,0,dist threshhold,1610-181304
1611,181306,0,dist threshhold,1611-181306
1612,180124,0,dist threshhold,1612-180124
1613,180013,0,normalized average,1613-180013
1614,181321,0,dist threshhold,1614-181321
1615,181308,0,dist threshhold,1615-181308
6050,184013,952,top dist and str match,6050-184013
6151,180153,0,top dist and str match,6151-180153
6153,180152,0,top dist and str match,6153-180152
6318,184006,0,dist threshhold,6318-184006
5098,184002,0,dist threshhold,5098-184002
5279,183029,0,dist threshhold,5279-183029
5379,182004,0,top dist and str match,5379-182004
5438,184004,123,top dist and str match,5438-184004
5475,182005,0,top dist and str match,5475-182005
5515,184017,0,dist threshhold,5515-184017
5597,180067,33,dist threshhold,5597-180067
5604,180040,64,top dist and str match,5604-180040
4332,190205,0,dist threshhold,4332-190205
4356,194095,0,dist threshhold,4356-194095
4361,193079,413,normalized average,4361-193079
4366,194025,0,dist threshhold,4366-194025
4370,194022,0,dist threshhold,4370-194022
4378,193086,0,top dist and str match,4378-193086
4381,192035,0,top dist and str match,4381-192035
4399,191310,0,dist threshhold,4399-191310
4400,191309,0,dist threshhold,4400-191309
4422,194069,0,top dist and str match,4422-194069
4435,192009,0,top dist and str match,4435-192009
4439,194074,0,dist threshhold,4439-194074
4479,191318,0,dist threshhold,4479-191318
4502,193044,0,dist threshhold,4502-193044
4504,191314,0,dist threshhold,4504-191314
4517,194020,0,dist threshhold,4517-194020
4546,192016,0,top dist and str match,4546-192016
4570,194007,0,dist threshhold,4570-194007
4574,191300,0,dist threshhold,4574-191300
4598,194044,0,dist threshhold,4598-194044
4604,193069,0,top dist and str match,4604-193069
4614,190304,0,normalized average,4614-190304
4617,192007,0,top dist and str match,4617-192007
4624,192043,0,dist threshhold,4624-192043
4626,192032,0,dist threshhold,4626-192032
4631,192010,0,normalized average,4631-192010
4632,194090,0,dist threshhold,4632-194090
4637,194086,0,dist threshhold,4637-194086
4667,194082,0,top dist and str match,4667-194082
4755,191304,0,dist threshhold,4755-191304
4789,193089,24,top dist and str match,4789-193089
4795,193074,92,dist threshhold,4795-193074
4817,192013,0,top dist and str match,4817-192013
