OBJECTID,Provider Number,dist_apart,match source,matching_uuid
2393,281363,0,dist threshhold,2393-281363
2394,281352,0,dist threshhold,2394-281352
2395,281333,0,dist threshhold,2395-281333
2396,281330,0,dist threshhold,2396-281330
2397,281354,0,dist threshhold,2397-281354
2398,280105,20,dist threshhold,2398-280105
2399,281307,0,dist threshhold,2399-281307
2400,280061,0,dist threshhold,2400-280061
2401,281339,0,dist threshhold,2401-281339
2402,281358,0,dist threshhold,2402-281358
2403,281304,0,dist threshhold,2403-281304
2404,280119,620,normalized average,2404-280119
2405,281349,0,dist threshhold,2405-281349
2406,281353,0,dist threshhold,2406-281353
2407,281359,0,dist threshhold,2407-281359
2408,281345,0,dist threshhold,2408-281345
2409,281316,0,dist threshhold,2409-281316
2410,281308,0,dist threshhold,2410-281308
2411,281336,0,dist threshhold,2411-281336
6137,280134,0,dist threshhold,6137-280134
6156,280135,3,top dist and str match,6156-280135
6327,282003,0,normalized average,6327-282003
5031,281318,0,dist threshhold,5031-281318
5073,283300,0,dist threshhold,5073-283300
5119,284003,0,dist threshhold,5119-284003
5132,282000,0,top dist and str match,5132-282000
5282,282001,0,normalized average,5282-282001
5313,281312,0,dist threshhold,5313-281312
5615,280132,10,top dist and str match,5615-280132
5844,280133,0,top dist and str match,5844-280133
4338,292008,0,dist threshhold,4338-292008
4409,291302,18,dist threshhold,4409-291302
4486,291301,0,dist threshhold,4486-291301
4623,292002,0,top dist and str match,4623-292002
4636,293032,0,dist threshhold,4636-293032
4723,294003,0,dist threshhold,4723-294003
4756,291304,0,dist threshhold,4756-291304
4805,293026,0,dist threshhold,4805-293026
4809,294009,0,dist threshhold,4809-294009
4813,292007,0,dist threshhold,4813-292007
4911,294000,0,dist threshhold,4911-294000
4943,293033,0,dist threshhold,4943-293033
4985,291300,0,dist threshhold,4985-291300
2412,290006,0,top dist and str match,2412-290006
2413,290007,0,top dist and str match,2413-290007
2414,290003,0,top dist and str match,2414-290003
2415,290005,0,dist threshhold,2415-290005
2416,290012,0,dist threshhold,2416-290012
2417,290021,0,top dist and str match,2417-290021
2418,290022,0,dist threshhold,2418-290022
2419,290039,0,dist threshhold,2419-290039
2420,290041,0,dist threshhold,2420-290041
2421,290045,0,dist threshhold,2421-290045
2422,290046,0,dist threshhold,2422-290046
2423,290047,0,dist threshhold,2423-290047
2424,290053,0,dist threshhold,2424-290053
2425,290054,0,dist threshhold,2425-290054
2426,291307,0,dist threshhold,2426-291307
2427,291309,0,dist threshhold,2427-291309
2428,291306,0,dist threshhold,2428-291306
2429,290008,0,dist threshhold,2429-290008
2430,291308,0,dist threshhold,2430-291308
2431,291312,0,dist threshhold,2431-291312
2432,290002,0,top dist and str match,2432-290002
2433,291311,0,dist threshhold,2433-291311
2435,290032,49,dist threshhold,2435-290032
2436,290009,0,dist threshhold,2436-290009
2437,290001,0,top dist and str match,2437-290001
2438,290019,0,normalized average,2438-290019
2439,292004,32,dist threshhold,2439-292004
2440,290051,0,top dist and str match,2440-290051
6202,294013,0,top dist and str match,6202-294013
6229,290057,0,dist threshhold,6229-290057
6239,290056,0,dist threshhold,6239-290056
6292,290058,0,dist threshhold,6292-290058
6309,294015,0,dist threshhold,6309-294015
6334,293034,0,dist threshhold,6334-293034
6436,294014,0,top dist and str match,6436-294014
5002,294010,0,top dist and str match,5002-294010
5083,294011,0,dist threshhold,5083-294011
5175,292003,0,top dist and str match,5175-292003
5286,294002,0,dist threshhold,5286-294002
5365,291303,0,dist threshhold,5365-291303
5462,292006,0,dist threshhold,5462-292006
5551,290042,0,dist threshhold,5551-290042
5896,294012,0,dist threshhold,5896-294012
4554,303027,0,top dist and str match,4554-303027
4675,303026,0,dist threshhold,4675-303026
4853,304000,0,dist threshhold,4853-304000
2441,300005,0,dist threshhold,2441-300005
2442,301307,0,dist threshhold,2442-301307
2443,301312,0,dist threshhold,2443-301312
2444,300019,0,dist threshhold,2444-300019
2445,301310,0,dist threshhold,2445-301310
2446,301300,0,dist threshhold,2446-301300
2447,301303,0,dist threshhold,2447-301303
2448,301301,0,dist threshhold,2448-301301
2449,301302,0,dist threshhold,2449-301302
2450,301305,0,dist threshhold,2450-301305
2451,301311,0,dist threshhold,2451-301311
2452,300003,0,dist threshhold,2452-300003
2453,300034,0,dist threshhold,2453-300034
2454,300020,0,dist threshhold,2454-300020
2455,300011,0,dist threshhold,2455-300011
2456,300012,0,dist threshhold,2456-300012
2457,301309,0,dist threshhold,2457-301309
2458,301306,0,dist threshhold,2458-301306
2459,301304,0,dist threshhold,2459-301304
2460,300001,59,top dist and str match,2460-300001
2461,300023,0,dist threshhold,2461-300023
2462,300029,0,dist threshhold,2462-300029
2463,300017,0,dist threshhold,2463-300017
2464,300018,0,dist threshhold,2464-300018
2465,300014,0,dist threshhold,2465-300014
2466,301308,0,dist threshhold,2466-301308
5411,304001,0,dist threshhold,5411-304001
4360,313029,0,top dist and str match,4360-313029
4373,314012,0,top dist and str match,4373-314012
4503,313027,0,dist threshhold,4503-313027
4605,314024,0,dist threshhold,4605-314024
4619,313302,0,top dist and str match,4619-313302
4646,312020,0,dist threshhold,4646-312020
4669,314027,0,dist threshhold,4669-314027
4673,313033,0,top dist and str match,4673-313033
4685,313025,25,dist threshhold,4685-313025
4691,313030,0,top dist and str match,4691-313030
4693,312014,4,dist threshhold,4693-312014
4718,314019,113,top dist and str match,4718-314019
4769,312022,0,top dist and str match,4769-312022
4982,312019,0,dist threshhold,4982-312019
4990,314005,0,dist threshhold,4990-314005
2467,310047,81,dist threshhold,2467-310047
2469,310045,0,dist threshhold,2469-310045
2470,310058,0,dist threshhold,2470-310058
2471,310008,0,dist threshhold,2471-310008
2472,310001,0,dist threshhold,2472-310001
2473,310012,0,dist threshhold,2473-310012
2474,310031,0,dist threshhold,2474-310031
2475,310057,0,dist threshhold,2475-310057
2478,310029,0,dist threshhold,2478-310029
2479,310014,0,dist threshhold,2479-310014
2480,310011,0,dist threshhold,2480-310011
2481,310032,0,normalized average,2481-310032
2483,310002,125,top dist and str match,2483-310002
2484,310009,93,dist threshhold,2484-310009
2485,310083,28,dist threshhold,2485-310083
2486,310076,0,dist threshhold,2486-310076
2487,310054,60,dist threshhold,2487-310054
2488,310096,0,dist threshhold,2488-310096
2489,310119,0,dist threshhold,2489-310119
2490,310081,1,dist threshhold,2490-310081
2491,310074,0,dist threshhold,2491-310074
2492,310040,0,dist threshhold,2492-310040
2493,310003,0,dist threshhold,2493-310003
2494,310016,0,dist threshhold,2494-310016
2495,310025,0,dist threshhold,2495-310025
2496,310118,0,dist threshhold,2496-310118
2497,310005,0,dist threshhold,2497-310005
2499,310021,0,dist threshhold,2499-310021
2500,310044,0,dist threshhold,2500-310044
2501,310110,0,dist threshhold,2501-310110
2502,310092,16,dist threshhold,2502-310092
2503,310108,0,dist threshhold,2503-310108
2505,310038,0,dist threshhold,2505-310038
2506,310039,71,top dist and str match,2506-310039
2507,310073,0,dist threshhold,2507-310073
2508,310075,0,dist threshhold,2508-310075
2509,310111,0,dist threshhold,2509-310111
2510,310112,31,dist threshhold,2510-310112
2511,310034,50,dist threshhold,2511-310034
2512,310017,0,dist threshhold,2512-310017
2513,310015,0,dist threshhold,2513-310015
2514,310050,0,dist threshhold,2514-310050
2515,310052,0,top dist and str match,2515-310052
2516,310041,0,top dist and str match,2516-310041
2517,310113,0,dist threshhold,2517-310113
2518,310084,0,top dist and str match,2518-310084
2519,310019,109,top dist and str match,2519-310019
2520,310006,0,dist threshhold,2520-310006
2521,310091,0,dist threshhold,2521-310091
2522,310069,0,dist threshhold,2522-310069
2523,310048,0,dist threshhold,2523-310048
2524,310028,0,dist threshhold,2524-310028
2525,310027,0,dist threshhold,2525-310027
2526,310024,0,dist threshhold,2526-310024
2527,310051,0,dist threshhold,2527-310051
2528,310060,0,dist threshhold,2528-310060
6454,314018,0,dist threshhold,6454-314018
6558,310070,0,dist threshhold,6558-310070
5076,314013,0,dist threshhold,5076-314013
5154,314022,0,dist threshhold,5154-314022
5296,312024,0,dist threshhold,5296-312024
5314,314016,0,dist threshhold,5314-314016
5336,313032,0,normalized average,5336-313032
5410,314020,0,dist threshhold,5410-314020
5427,314001,0,dist threshhold,5427-314001
5435,313036,0,top dist and str match,5435-313036
5456,313035,0,dist threshhold,5456-313035
5458,314021,43,dist threshhold,5458-314021
5577,314011,0,dist threshhold,5577-314011
5578,310022,0,dist threshhold,5578-310022
5753,310130,0,dist threshhold,5753-310130
5766,312023,0,dist threshhold,5766-312023
5870,312017,0,normalized average,5870-312017
4681,324012,272,normalized average,4681-324012
4734,323026,0,dist threshhold,4734-323026
4794,322002,0,top dist and str match,4794-322002
4810,322004,0,top dist and str match,4810-322004
2530,320001,156,top dist and str match,2530-320001
2531,320009,0,top dist and str match,2531-320009
2532,320021,0,top dist and str match,2532-320021
2533,320017,0,dist threshhold,2533-320017
2534,320074,3,dist threshhold,2534-320074
2535,320086,0,dist threshhold,2535-320086
2536,320006,0,dist threshhold,2536-320006
2537,321308,0,dist threshhold,2537-321308
2538,320070,0,dist threshhold,2538-320070
2539,321307,0,dist threshhold,2539-321307
2540,320022,0,dist threshhold,2540-320022
2541,320018,0,dist threshhold,2541-320018
2542,320085,0,top dist and str match,2542-320085
2543,320030,28,dist threshhold,2543-320030
2544,320063,0,dist threshhold,2544-320063
2545,320016,0,dist threshhold,2545-320016
2546,320067,0,dist threshhold,2546-320067
2547,321305,0,dist threshhold,2547-321305
2548,320065,0,dist threshhold,2548-320065
2549,321306,0,dist threshhold,2549-321306
2550,320033,0,dist threshhold,2550-320033
2551,320014,0,top dist and str match,2551-320014
2552,320038,0,top dist and str match,2552-320038
2554,320061,0,top dist and str match,2554-320061
2555,320062,0,dist threshhold,2555-320062
2556,320058,0,dist threshhold,2556-320058
2557,320004,0,dist threshhold,2557-320004
2558,321302,0,dist threshhold,2558-321302
2559,320011,54,dist threshhold,2559-320011
2560,320084,0,dist threshhold,2560-320084
2561,320005,0,top dist and str match,2561-320005
2562,320059,0,dist threshhold,2562-320059
2563,320003,0,dist threshhold,2563-320003
2564,320002,33,dist threshhold,2564-320002
2565,320057,0,dist threshhold,2565-320057
2566,321300,0,dist threshhold,2566-321300
2567,321301,0,dist threshhold,2567-321301
2568,320013,0,top dist and str match,2568-320013
2569,321304,160,top dist and str match,2569-321304
6093,324013,0,dist threshhold,6093-324013
6127,324014,0,top dist and str match,6127-324014
6336,320090,0,dist threshhold,6336-320090
5184,323032,0,top dist and str match,5184-323032
5241,323027,0,dist threshhold,5241-323027
5244,323029,0,top dist and str match,5244-323029
5464,324010,0,dist threshhold,5464-324010
5484,323028,0,top dist and str match,5484-323028
5884,320089,0,dist threshhold,5884-320089
4379,334045,0,top dist and str match,4379-334045
4396,334027,0,top dist and str match,4396-334027
4397,334048,0,dist threshhold,4397-334048
4405,334060,0,dist threshhold,4405-334060
4442,333301,0,dist threshhold,4442-333301
4447,334013,280,top dist and str match,4447-334013
4454,334063,0,normalized average,4454-334063
4462,334004,0,dist threshhold,4462-334004
4477,334015,0,normalized average,4477-334015
4514,334021,291,top dist and str match,4514-334021
4544,334009,17,dist threshhold,4544-334009
4564,331305,0,dist threshhold,4564-331305
4565,331307,23,dist threshhold,4565-331307
4684,331990,0,dist threshhold,4684-331990
4712,334002,0,top dist and str match,4712-334002
4713,334053,0,normalized average,4713-334053
4837,330387,0,top dist and str match,4837-330387
4897,331301,0,dist threshhold,4897-331301
4939,332006,18,top dist and str match,4939-332006
2570,330003,0,dist threshhold,2570-330003
2571,330013,0,top dist and str match,2571-330013
2572,330057,0,dist threshhold,2572-330057
2573,330096,2,dist threshhold,2573-330096
2575,330127,0,dist threshhold,2575-330127
2576,330009,83,dist threshhold,2576-330009
2577,330385,0,top dist and str match,2577-330385
2578,330399,0,dist threshhold,2578-330399
2579,330011,0,dist threshhold,2579-330011
2580,330103,61,dist threshhold,2580-330103
2581,330235,0,dist threshhold,2581-330235
2582,330239,48,dist threshhold,2582-330239
2583,330229,0,dist threshhold,2583-330229
2584,330166,0,dist threshhold,2584-330166
2585,330354,33,top dist and str match,2585-330354
2586,330108,0,top dist and str match,2586-330108
2587,330090,0,dist threshhold,2587-330090
2588,330033,0,dist threshhold,2588-330033
2589,330250,0,dist threshhold,2589-330250
2590,330094,0,dist threshhold,2590-330094
2591,330175,0,dist threshhold,2591-330175
2592,331304,0,dist threshhold,2592-331304
2593,331312,0,dist threshhold,2593-331312
2594,330067,28,dist threshhold,2594-330067
2595,330049,0,dist threshhold,2595-330049
2596,330023,0,dist threshhold,2596-330023
2597,330005,89,normalized average,2597-330005
2598,330078,75,dist threshhold,2598-330078
2599,330111,0,dist threshhold,2599-330111
2600,330102,0,dist threshhold,2600-330102
2602,330279,0,dist threshhold,2602-330279
2603,330219,0,dist threshhold,2603-330219
2604,331302,0,dist threshhold,2604-331302
2605,330079,0,dist threshhold,2605-330079
2606,330084,0,dist threshhold,2606-330084
2607,330276,0,dist threshhold,2607-330276
2608,330073,0,dist threshhold,2608-330073
2609,331311,0,dist threshhold,2609-331311
2610,331309,10,dist threshhold,2610-331309
2611,330157,0,dist threshhold,2611-330157
2612,330263,0,top dist and str match,2612-330263
2613,330236,12,dist threshhold,2613-330236
2614,330233,0,dist threshhold,2614-330233
2615,330306,0,dist threshhold,2615-330306
2616,330350,0,top dist and str match,2616-330350
2617,330221,0,dist threshhold,2617-330221
2618,330194,0,dist threshhold,2618-330194
2619,330196,79,dist threshhold,2619-330196
2620,330201,0,top dist and str match,2620-330201
2621,330202,70,top dist and str match,2621-330202
2622,330056,0,dist threshhold,2622-330056
2623,330019,0,dist threshhold,2623-330019
2624,330396,52,dist threshhold,2624-330396
2625,330397,0,dist threshhold,2625-330397
2626,330213,0,top dist and str match,2626-330213
2627,330238,0,dist threshhold,2627-330238
2628,330249,0,normalized average,2628-330249
2629,330115,0,dist threshhold,2629-330115
2630,330125,0,dist threshhold,2630-330125
2631,330164,0,dist threshhold,2631-330164
2633,330226,25,dist threshhold,2633-330226
2634,330403,0,dist threshhold,2634-330403
2635,330047,0,dist threshhold,2635-330047
2636,330106,0,dist threshhold,2636-330106
2637,330167,0,dist threshhold,2637-330167
2638,330198,152,top dist and str match,2638-330198
2639,330195,0,dist threshhold,2639-330195
2640,330181,0,dist threshhold,2640-330181
2641,330182,0,dist threshhold,2641-330182
2642,330331,0,dist threshhold,2642-330331
2643,330332,0,dist threshhold,2643-330332
2644,330259,0,dist threshhold,2644-330259
2645,330027,119,top dist and str match,2645-330027
2646,330024,0,dist threshhold,2646-330024
2647,330240,0,dist threshhold,2647-330240
2648,330270,0,top dist and str match,2648-330270
2650,330199,0,dist threshhold,2650-330199
2651,330214,12,top dist and str match,2651-330214
2652,330204,0,top dist and str match,2652-330204
2653,330169,0,top dist and str match,2653-330169
2654,330154,0,top dist and str match,2654-330154
2655,330119,0,dist threshhold,2655-330119
2656,330100,0,top dist and str match,2656-330100
2658,330064,0,dist threshhold,2658-330064
2659,330065,0,dist threshhold,2659-330065
2660,330163,0,dist threshhold,2660-330163
2661,330188,0,dist threshhold,2661-330188
2662,330215,0,dist threshhold,2662-330215
2663,330245,66,dist threshhold,2663-330245
2664,330044,0,dist threshhold,2664-330044
2665,330140,0,dist threshhold,2665-330140
2666,330241,19,top dist and str match,2666-330241
2668,330203,0,top dist and str match,2668-330203
2669,330265,56,dist threshhold,2669-330265
2671,330074,0,dist threshhold,2671-330074
2672,330058,0,dist threshhold,2672-330058
2673,330135,0,dist threshhold,2673-330135
2674,330126,0,dist threshhold,2674-330126
2675,330264,0,dist threshhold,2675-330264
2676,330205,0,dist threshhold,2676-330205
2677,330053,57,top dist and str match,2677-330053
2678,330218,0,dist threshhold,2678-330218
2679,330085,0,dist threshhold,2679-330085
2680,330136,0,dist threshhold,2680-330136
2681,330273,0,dist threshhold,2681-330273
2682,330193,0,dist threshhold,2682-330193
2683,330231,48,dist threshhold,2683-330231
2684,330128,0,dist threshhold,2684-330128
2685,330055,0,dist threshhold,2685-330055
2686,330014,0,dist threshhold,2686-330014
2687,330395,8,dist threshhold,2687-330395
2688,330232,0,dist threshhold,2688-330232
2689,330180,0,top dist and str match,2689-330180
2690,330160,0,dist threshhold,2690-330160
2691,330028,0,dist threshhold,2691-330028
2692,330158,0,dist threshhold,2692-330158
2693,330104,0,dist threshhold,2693-330104
2694,330405,0,dist threshhold,2694-330405
2695,330177,0,normalized average,2695-330177
2696,330197,0,dist threshhold,2696-330197
2697,330223,0,dist threshhold,2697-330223
2698,330211,0,dist threshhold,2698-330211
2699,330222,0,dist threshhold,2699-330222
2700,330153,64,top dist and str match,2700-330153
2701,330406,0,top dist and str match,2701-330406
2702,330268,0,normalized average,2702-330268
2703,331313,0,dist threshhold,2703-331313
2705,330144,0,dist threshhold,2705-330144
2706,330151,8,dist threshhold,2706-330151
2707,330277,71,dist threshhold,2707-330277
2708,330286,0,dist threshhold,2708-330286
2709,330340,0,dist threshhold,2709-330340
2710,330246,0,dist threshhold,2710-330246
2712,330185,0,dist threshhold,2712-330185
2713,330141,0,dist threshhold,2713-330141
2714,330107,0,dist threshhold,2714-330107
2715,330088,29,dist threshhold,2715-330088
2716,330045,0,dist threshhold,2716-330045
2717,330043,0,dist threshhold,2717-330043
2718,330401,0,dist threshhold,2718-330401
2719,330393,0,dist threshhold,2719-330393
2720,330386,29,normalized average,2720-330386
2721,330307,0,dist threshhold,2721-330307
2722,330224,60,dist threshhold,2722-330224
2723,330004,0,dist threshhold,2723-330004
2724,330191,0,dist threshhold,2724-330191
2725,330030,0,dist threshhold,2725-330030
2726,330006,0,dist threshhold,2726-330006
2727,330184,0,dist threshhold,2727-330184
2728,330208,0,dist threshhold,2728-330208
2729,330304,0,dist threshhold,2729-330304
2730,330234,0,dist threshhold,2730-330234
2731,330267,22,dist threshhold,2731-330267
2732,330261,47,dist threshhold,2732-330261
2733,330061,0,dist threshhold,2733-330061
2734,330086,8,dist threshhold,2734-330086
2736,330162,0,dist threshhold,2736-330162
2737,330404,0,top dist and str match,2737-330404
2738,330008,0,dist threshhold,2738-330008
2739,331314,0,dist threshhold,2739-331314
6003,334065,0,dist threshhold,6003-334065
6054,334020,27,dist threshhold,6054-334020
6064,330314,0,normalized average,6064-330314
6089,334064,0,dist threshhold,6089-334064
5086,331310,0,dist threshhold,5086-331310
5189,334003,0,dist threshhold,5189-334003
5201,334052,28,dist threshhold,5201-334052
5259,334001,0,top dist and str match,5259-334001
5301,334046,0,top dist and str match,5301-334046
5321,334012,0,dist threshhold,5321-334012
5347,334043,0,dist threshhold,5347-334043
5416,334022,0,dist threshhold,5416-334022
5459,332022,0,dist threshhold,5459-332022
5474,334061,0,dist threshhold,5474-334061
5589,330059,0,top dist and str match,5589-330059
5596,330394,0,dist threshhold,5596-330394
5695,330101,0,top dist and str match,5695-330101
5965,334066,0,top dist and str match,5965-334066
4340,341327,0,dist threshhold,4340-341327
4341,340168,0,dist threshhold,4341-340168
4411,344025,0,dist threshhold,4411-344025
4478,342017,0,top dist and str match,4478-342017
4519,342018,0,normalized average,4519-342018
4643,342012,0,dist threshhold,4643-342012
4784,342013,0,dist threshhold,4784-342013
2740,340070,114,top dist and str match,2740-340070
2741,341320,0,dist threshhold,2741-341320
2742,340084,0,dist threshhold,2742-340084
2743,341325,11,dist threshhold,2743-341325
2744,341323,0,dist threshhold,2744-341323
2745,340038,0,normalized average,2745-340038
2746,341304,0,dist threshhold,2746-341304
2747,341315,0,dist threshhold,2747-341315
2748,340158,0,dist threshhold,2748-340158
2750,340002,0,top dist and str match,2750-340002
2751,340075,0,dist threshhold,2751-340075
2752,340001,0,dist threshhold,2752-340001
2753,340041,0,dist threshhold,2753-340041
2754,340142,0,dist threshhold,2754-340142
2755,340143,0,dist threshhold,2755-340143
2756,340116,0,dist threshhold,2756-340116
2757,341311,0,dist threshhold,2757-341311
2758,340160,93,top dist and str match,2758-340160
2759,341318,17,dist threshhold,2759-341318
2760,340021,0,dist threshhold,2760-340021
2761,340037,0,top dist and str match,2761-340037
2762,340068,0,dist threshhold,2762-340068
2763,340131,0,dist threshhold,2763-340131
2765,340028,0,dist threshhold,2765-340028
2766,341324,0,dist threshhold,2766-341324
2767,340096,52,dist threshhold,2767-340096
2768,340085,0,dist threshhold,2768-340085
2769,340120,0,dist threshhold,2769-340120
2771,340155,0,normalized average,2771-340155
2772,340049,0,dist threshhold,2772-340049
2773,340030,118,top dist and str match,2773-340030
2774,340107,0,dist threshhold,2774-340107
2775,340148,0,top dist and str match,2775-340148
2776,340047,62,dist threshhold,2776-340047
2777,340014,0,top dist and str match,2777-340014
2778,340032,0,dist threshhold,2778-340032
2779,344004,0,dist threshhold,2779-344004
2780,340091,66,top dist and str match,2780-340091
2781,340004,77,dist threshhold,2781-340004
2782,340151,0,dist threshhold,2782-340151
2783,340071,36,dist threshhold,2783-340071
2784,340184,0,dist threshhold,2784-340184
2785,340017,0,dist threshhold,2785-340017
2786,340023,81,dist threshhold,2786-340023
2787,340099,0,dist threshhold,2787-340099
2788,340144,0,dist threshhold,2788-340144
2789,340129,0,dist threshhold,2789-340129
2790,340039,10,dist threshhold,2790-340039
2791,340016,0,dist threshhold,2791-340016
2792,340090,0,dist threshhold,2792-340090
2793,340020,0,dist threshhold,2793-340020
2794,340027,0,dist threshhold,2794-340027
2795,340145,25,dist threshhold,2795-340145
2796,340087,0,dist threshhold,2796-340087
2797,341326,0,dist threshhold,2797-341326
2798,341316,0,dist threshhold,2798-341316
2799,340133,0,dist threshhold,2799-340133
2800,340113,0,top dist and str match,2800-340113
2801,340166,0,normalized average,2801-340166
2802,340171,0,dist threshhold,2802-340171
2803,340183,0,dist threshhold,2803-340183
2804,340053,0,normalized average,2804-340053
2805,340011,0,top dist and str match,2805-340011
2806,341303,0,dist threshhold,2806-341303
2807,340115,31,dist threshhold,2807-340115
2808,340147,0,dist threshhold,2808-340147
2809,340141,0,dist threshhold,2809-340141
2811,340061,0,dist threshhold,2811-340061
2812,340109,0,dist threshhold,2812-340109
2813,341307,0,dist threshhold,2813-341307
2814,340159,0,dist threshhold,2814-340159
2815,340040,128,top dist and str match,2815-340040
2816,341322,0,dist threshhold,2816-341322
2817,340123,169,top dist and str match,2817-340123
2818,340050,0,dist threshhold,2818-340050
2819,340060,0,dist threshhold,2819-340060
2820,340015,0,dist threshhold,2820-340015
2822,340013,56,dist threshhold,2822-340013
2823,340024,0,dist threshhold,2823-340024
2824,340008,0,dist threshhold,2824-340008
2825,340119,0,dist threshhold,2825-340119
2826,341317,0,dist threshhold,2826-341317
2827,340097,0,dist threshhold,2827-340097
2828,340003,50,dist threshhold,2828-340003
2829,340156,0,dist threshhold,2829-340156
2830,341319,0,dist threshhold,2830-341319
2831,340130,0,dist threshhold,2831-340130
2832,340132,0,dist threshhold,2832-340132
2833,340114,0,dist threshhold,2833-340114
2834,340173,14,dist threshhold,2834-340173
2835,340073,94,dist threshhold,2835-340073
2836,340069,265,top dist and str match,2836-340069
2837,341314,17,dist threshhold,2837-341314
2838,340051,0,dist threshhold,2838-340051
2839,340010,0,dist threshhold,2839-340010
2840,340064,0,dist threshhold,2840-340064
2841,340126,0,dist threshhold,2841-340126
6035,340190,46,dist threshhold,6035-340190
6083,344027,0,dist threshhold,6083-344027
6084,340188,0,dist threshhold,6084-340188
6111,344028,0,top dist and str match,6111-344028
6121,344030,0,dist threshhold,6121-344030
6155,344029,0,dist threshhold,6155-344029
6283,340187,0,dist threshhold,6283-340187
6313,340189,0,top dist and str match,6313-340189
5016,344016,0,dist threshhold,5016-344016
5138,342014,0,dist threshhold,5138-342014
5275,343026,0,top dist and str match,5275-343026
5293,344024,0,top dist and str match,5293-344024
5338,341305,0,dist threshhold,5338-341305
5387,344023,0,dist threshhold,5387-344023
5426,343025,0,dist threshhold,5426-343025
5429,344026,0,dist threshhold,5429-344026
5502,342015,0,normalized average,5502-342015
5516,344014,0,dist threshhold,5516-344014
5550,344007,0,dist threshhold,5550-344007
5607,340098,85,normalized average,5607-340098
5909,340127,49,dist threshhold,5909-340127
4368,351313,0,dist threshhold,4368-351313
4481,351324,0,dist threshhold,4481-351324
4588,351305,0,dist threshhold,4588-351305
4629,352005,0,dist threshhold,4629-352005
4716,351322,0,dist threshhold,4716-351322
4772,351323,0,dist threshhold,4772-351323
4801,351334,36,dist threshhold,4801-351334
4860,351311,26,dist threshhold,4860-351311
4869,351303,0,dist threshhold,4869-351303
4948,351308,0,dist threshhold,4948-351308
4993,352004,0,dist threshhold,4993-352004
2842,351330,0,dist threshhold,2842-351330
2843,351307,0,dist threshhold,2843-351307
2844,350015,0,top dist and str match,2844-350015
2845,350002,0,top dist and str match,2845-350002
2846,350070,0,dist threshhold,2846-350070
2847,350011,0,dist threshhold,2847-350011
2848,351328,0,dist threshhold,2848-351328
2849,351318,0,dist threshhold,2849-351318
2850,351312,0,dist threshhold,2850-351312
2851,350019,0,dist threshhold,2851-350019
2852,351314,0,dist threshhold,2852-351314
2853,351321,0,dist threshhold,2853-351321
2854,351302,935,top dist and str match,2854-351302
2855,351301,0,dist threshhold,2855-351301
2856,351319,7,dist threshhold,2856-351319
2857,351332,0,dist threshhold,2857-351332
2858,351316,0,dist threshhold,2858-351316
2859,350063,0,dist threshhold,2859-350063
2860,350064,10,dist threshhold,2860-350064
2861,351336,0,dist threshhold,2861-351336
2862,351335,0,dist threshhold,2862-351335
2863,351329,11,dist threshhold,2863-351329
2864,351309,0,dist threshhold,2864-351309
2865,351320,0,dist threshhold,2865-351320
2866,350006,0,dist threshhold,2866-350006
2867,351327,0,dist threshhold,2867-351327
2868,351300,0,dist threshhold,2868-351300
5033,351326,0,dist threshhold,5033-351326
5040,351333,0,dist threshhold,5040-351333
5111,351315,0,dist threshhold,5111-351315
5169,354004,0,dist threshhold,5169-354004
5215,351325,0,dist threshhold,5215-351325
5317,351310,0,dist threshhold,5317-351310
5376,351306,0,dist threshhold,5376-351306
5400,354003,0,dist threshhold,5400-354003
5472,351331,0,dist threshhold,5472-351331
5488,351304,25,dist threshhold,5488-351304
5532,354005,0,dist threshhold,5532-354005
4339,360086,0,top dist and str match,4339-360086
4342,362038,0,top dist and str match,4342-362038
4426,364014,104,normalized average,4426-364014
4448,362034,0,dist threshhold,4448-362034
4466,362028,0,top dist and str match,4466-362028
4472,364035,0,dist threshhold,4472-364035
4505,363033,0,top dist and str match,4505-363033
4616,361323,107,top dist and str match,4616-361323
4639,364027,0,dist threshhold,4639-364027
4751,363306,0,dist threshhold,4751-363306
4762,363304,0,dist threshhold,4762-363304
4763,364031,0,dist threshhold,4763-364031
4808,362032,0,top dist and str match,4808-362032
4832,363026,0,dist threshhold,4832-363026
4855,362036,0,dist threshhold,4855-362036
4858,363302,13,top dist and str match,4858-363302
4865,362024,0,top dist and str match,4865-362024
4887,363300,142,normalized average,4887-363300
3001,360020,0,top dist and str match,3001-360020
3002,360019,0,dist threshhold,3002-360019
3003,360027,0,top dist and str match,3003-360027
3004,360351,0,dist threshhold,3004-360351
3006,360161,0,dist threshhold,3006-360161
3007,360010,0,dist threshhold,3007-360010
3008,361302,0,top dist and str match,3008-361302
3009,360092,0,dist threshhold,3009-360092
3010,360071,0,dist threshhold,3010-360071
3011,360076,45,dist threshhold,3011-360076
3012,360147,0,dist threshhold,3012-360147
3013,361319,0,dist threshhold,3013-361319
3014,360036,83,dist threshhold,3014-360036
3015,360121,36,dist threshhold,3015-360121
3016,360029,0,dist threshhold,3016-360029
3017,361329,0,dist threshhold,3017-361329
2869,361326,0,dist threshhold,2869-361326
2870,361322,7,dist threshhold,2870-361322
2871,360263,16,dist threshhold,2871-360263
2872,360009,0,dist threshhold,2872-360009
2873,360066,0,top dist and str match,2873-360066
2874,360002,0,dist threshhold,2874-360002
