adm1_code,adm0_a3,population,density,min,max,mean,median,mode,stddev
LKA-2453,LKA,439212,0,0.0,65.88078308105469,1.1017765282206176,0.0,0.1529683927427503,2.1348157106120733
PRY-608,PRY,227025,0,0.05930363752334249,34.00201753469614,0.46250093071573894,0.05930363752334249,0.20445421373247688,1.5885012978399753
NZL-5468,NZL,441978,0,0.0,89.72917175292969,0.1304873160150658,0.0,0.023909389541290807,1.3207623785334748
LVA-5782,LVA,4400,0,0.01207117804787228,1.6554418802261353,0.04210576107581777,0.01207117804787228,0.02054099575548231,0.09483374213845644
MYS-1149,MYS,1159930,0,3.6788857817396516E-5,66.73180389404297,0.7859520303089867,3.6788857817396516E-5,0.1124071265966282,2.8715653674034325
PLW-5254,PLW,1411,0,0.006315011531114578,4.866910457611084,0.27608688147962707,0.11717546205913884,0.036454275673885816,0.4313345285408685
GBR-2068,GBR,279689,6,1.9422826117096512,575.3679809570312,32.07445652927657,21.979613533889044,2.0672322728317516,33.53739899590575
MOZ-1198,MOZ,2192882,0,6.206409785223376E-4,70.45425720214844,0.23653927919932619,6.206409785223376E-4,0.14492568701838585,1.12993847032401
YEM-158,YEM,3785942,0,0.044483289673440556,285.8729248046875,3.0372554964102423,0.044483289673440556,0.7093097919624394,11.319978291103341
SVN-1012,SVN,11956,0,0.016471130754022546,18.592727661132812,0.23519609903028502,0.016471130754022546,0.06106837943311264,1.0772024802079472
TGO-89,TGO,837983,0,0.08308839641996031,66.36528015136719,0.5343117596032847,0.08308839641996031,0.29298012717261107,1.9455189004621791
IRL-731,IRL,52078,0,0.05517330440809138,48.47247314453125,0.245431733907545,0.05517330440809138,0.08257722859022719,1.168697471662221
AFG-1744,AFG,1292507,0,0.0,121.31809616088867,0.5599453882094323,0.0,0.3053300581165899,4.191304984611146
GBR-2763,GBR,315972,3,0.02478373795747757,1187.7664794921875,19.751973003581707,10.57111564143035,0.8677455289717432,26.865421822733868
KNA-5103,KNA,0,0,null,null,null,null,null,null
KHM-1777,KHM,978787,0,0.12322251804454147,299.45404052734375,1.3247265620687283,0.12322251804454147,0.6794114917486859,4.665730702287137
SWE-192,SWE,253648,0,9.538230985456791E-5,26.139976501464844,0.0166517234350656,9.538230985456791E-5,0.004183360524760612,0.250798574496889
PER-587,PER,11150530,4,0.0492326458400175,327.9263407389323,34.80983768609446,1.0568057842772394,0.690289131999097,56.35821629494526
GIN-5658,GIN,101182,0,0.02941017879292052,2.371598516191755,0.18932540288514757,0.11150693154432523,0.05723756559382003,0.1852007227635371
CAN-684,CAN,750002,0,0.0,225.89125061035156,0.06290599943006996,0.0,0.021698490658321128,0.7131112884617687
BGR-2258,BGR,156010,0,0.029026331605076228,6.732945919036865,0.29079862104578413,0.07778662798078362,0.05831488756906216,0.5893828418885767
RUS-2334,RUS,568160,0,6.102863157631984E-4,47.29470443725586,0.04796313259871824,6.102863157631984E-4,0.01439301698920043,0.647319301745892
TUR-2286,TUR,192471,0,0.004854254424571991,75.8858133951823,0.20326316759441393,0.004854254424571991,0.048203594270983745,1.7007605175201022
KOR-2500,KOR,494126,3,0.7498681876322911,98.85735702514648,25.86238074268357,7.6770428550038945,0.7498681876322911,29.28378718990199
FRA-5278,FRA,636767,0,0.013979769988447173,38.099200354682075,0.5705261674966132,0.013979769988447173,0.16874644528447494,1.6608144926293311
CIV-3444,CIV,1131742,0,0.10973496735095978,96.79763793945312,1.1330493050761186,0.10973496735095978,0.6210318943955551,2.8653053604990193
TKM-353,TKM,1985770,0,0.006864111529042324,15.962723731994629,0.18297460932319587,0.006864111529042324,0.031267195390213026,0.7987619388142206
GBR-2084,GBR,56814,0,0.006067138669701914,39.677032470703125,0.24272182523471508,0.006067138669701914,0.07313600873551361,1.1036234063664097
FRA-5356,FRA,361599,0,0.0061079140465993146,29.737279256184895,0.27855294978399125,0.0061079140465993146,0.0858671298705534,1.0801652336981022
CAF-804,CAF,326037,0,0.003464961494201133,12.787113507588705,0.10147573184535415,0.003464961494201133,0.034381949874082246,0.353163712337028
HUN-3165,HUN,169643,0,0.0610821709369478,28.504243850708008,0.2883035592538149,0.0610821709369478,0.09135859689344275,0.9884933530689093
LVA-5783,LVA,5028,0,0.01024054331438882,9.22830581665039,0.07835998202817766,0.01024054331438882,0.03407023769929773,0.3719194413419231
THA-472,THA,533774,0,0.10831794887781143,92.38507080078125,0.7859118409765892,0.10831794887781143,0.4634783574382151,1.5324707225126069
ESB-5132,ESB,19203,0,0.04334540218114853,17.119571685791016,1.0670358245363736,0.23560292052306958,0.09676103500928358,1.8306940526908497
FRA-5295,FRA,1623381,0,0.003546366356166246,100.33291809082031,0.9992620022583192,0.003546366356166246,0.2675261173123786,3.8759917792658003
PHL-2571,PHL,902853,0,0.017168782651424408,192.16656494140625,1.8062850912337913,0.017168782651424408,0.4516153476680295,4.393356646090607
THA-448,THA,1114358,0,0.09305557608604431,45.906005859375,0.8425774052112948,0.09305557608604431,0.4279500592520427,1.7830615903125149
VNM-477,VNM,2173054,0,0.016977678208432243,144.2108612060547,1.3895155778870503,0.016977678208432243,0.6413439396268912,3.465310764896302
BFA-2799,BFA,1613308,0,0.1413113990496554,29.075702320445668,1.1809457863016755,0.1413113990496554,0.36506688195170245,2.7123485753072516
EGY-1531,EGY,1303058,0,0.0,345.72125244140625,1.751795521680218,0.0,0.42445727177236636,9.578842264135153
SVN-943,SVN,12211,0,0.04457395207571342,15.019271850585938,0.29375062215593445,0.04457395207571342,0.04457395207571342,0.9232612166819049
RUS-2375,RUS,999995,0,0.0033481061039130106,60.41395950317383,0.15183032582636158,0.0033481061039130106,0.0403634757513948,1.4554878006911425
BRA-625,BRA,3625385,0,0.0,979.1052856445312,0.6418717975208714,0.0,0.124512427211772,6.674848582813613
HND-650,HND,488269,0,0.12467646838298865,55.05221939086914,0.7965082933766585,0.12467646838298865,0.39123790944850234,1.5697428224146799
HTI-1361,HTI,945151,0,0.3004293052820912,134.0979461669922,3.7203649883443264,0.3004293052820912,1.3622159919450365,7.433144529736972
TZA-3390,TZA,1655828,0,0.0010899702816807779,126.34329223632812,0.2909496343712977,0.0010899702816807779,0.23186733554707578,0.9460617394249264
LBY-2987,LBY,190324,0,0.0,17.132417106628417,0.01786737730705556,0.0,0.006967250089463078,0.231484524923072
FIN-3191,FIN,452887,0,0.006304511999010269,11.14815313165838,0.2090580958720365,0.006304511999010269,0.04550237122488327,0.80493848085214
HUN-3168,HUN,445511,0,0.020255183801054955,49.65926742553711,0.3728307249806394,0.020255183801054955,0.10649097116311149,1.2583369813639356
GBR-5706,GBR,382905,0,0.0022620565723627806,132.13330078125,1.7476682118412632,0.0022620565723627806,0.22207346917296353,5.734191821920438
ECU-1286,ECU,229567,0,0.0,30.25907410515679,0.09227500240063673,0.0,0.0351654896408915,0.7138960160520865
GBR-3409,GBR,1601224,0,0.1024612085770783,355.9634704589844,2.4629251795205214,0.1024612085770783,0.29541864265897977,7.9313959906281895
LAO-3280,LAO,824419,0,5.889329477213323E-4,955.2080078125,0.4683076689624473,5.889329477213323E-4,0.2374071265655552,2.860448701700533
FRA-5337,FRA,525861,0,0.00328344206701546,67.11916732788086,0.7963945062150841,0.00328344206701546,0.08049638811075362,3.075962404149941
GMB-2154,GMB,87158,0,0.0603603795170784,6.385068416595459,0.5035482575872966,0.24817598558134196,0.11819504954018675,0.6494474700660355
SLE-790,SLE,1474256,0,0.10564916987595853,104.5106315612793,0.8119389131918703,0.10564916987595853,0.4807785519262296,3.1657731437489236
GBR-2099,GBR,74306,0,0.07502695746402907,49.1436653137207,0.5836356600955911,0.07502695746402907,0.17275283459107119,2.1118087744853073
BIH-4804,BIH,127439,0,0.0,9.913395881652832,0.6285093004803961,0.34060201300255416,0.27946958427194796,0.7415129991778486
GBR-2106,GBR,122651,0,0.034503064178037855,95.76043701171875,0.4235977106005374,0.034503064178037855,0.11793665440115131,2.1552704669133123
KHM-1794,KHM,158667,0,0.004118805776636982,36.046363830566406,0.09839548220782363,0.004118805776636982,0.05393544956433681,0.35394493095780494
GBR-2029,GBR,519731,0,0.0024451657081903046,140.6472625732422,1.157840475501699,0.0024451657081903046,0.09339971572208583,4.6286029165935245
LVA-5721,LVA,6031,0,0.009538484737277031,1.9649571776390076,0.03951120663422819,0.009538484737277031,0.019108022792215268,0.10345970414075753
GBR-2124,GBR,426109,0,0.007549508474767208,449.8899841308594,0.8989116294381639,0.007549508474767208,0.12601619309359308,4.447821990959633
MDG-5862,MDG,4716913,0,0.02758909538287296,408.0152282714844,2.3504173686086753,0.02758909538287296,0.5233748453123614,13.17284817737822
IND-3256,IND,38729702,0,0.08032374947935668,281.8356628417969,3.9382997174026233,0.08032374947935668,2.04417867462853,8.43198405436132
GIN-5647,GIN,337971,0,0.0123292410748133,11.51124095916748,0.1781350524593388,0.0123292410748133,0.07484665772032116,0.3218776052335557
UGA-5604,UGA,450190,0,0.17702962268912606,34.054609298706055,1.3078695469776709,0.9958283608555935,0.5814539904994163,0.968447223194027
JPN-1859,JPN,2048327,0,0.023089187890291213,74.64528438023159,2.1799070305208885,0.023089187890291213,0.3441699843860307,5.023833947062305
SDN-149,SDN,2464725,0,0.003067461373447849,29.229381985134548,0.09930316306766904,0.003067461373447849,0.06398854401601933,0.669667654639281
JPN-1862,JPN,970893,0,0.014066513162106276,50.05204200744629,0.5544706103945765,0.014066513162106276,0.16671930357941378,1.7453225926163418
ITA-5359,ITA,586773,0,1.8781704809452937E-4,288.814453125,1.5495198490520399,1.8781704809452937E-4,0.1533231173651856,6.934653882820101
TCD-5578,TCD,45155,0,2.2363982861861587E-4,0.05349258126484023,0.0030078409711319283,0.0016075675972234988,0.0018519868300757671,0.003001346114825698
JOR-857,JOR,628092,0,0.28671010777027417,40.85868453979492,4.236312506429162,1.1121910612073114,0.43106091738048957,6.745698348101763
PLW-5250,PLW,0,0,null,null,null,null,null,null
USA-3527,USA,646170,0,0.0,454.3410949707031,0.01618061393877342,0.0,0.004639313798620979,0.48125491972514794
TJK-5491,TJK,1129536,8,5.805181781263912,183.63617815290178,54.71993463212667,19.25593090057375,8.749125760090914,57.85242647933094
FRA-5344,FRA,1682181,7,2.1892638309239816,219.48220825195312,40.223360274652194,37.36776063924135,5.242208660389692,28.965046867042712
KOR-2507,KOR,2523242,8,3.1144774697099606,168.66149139404297,64.28806030134321,62.37041415608357,7.8414925600555145,42.799401312731895
IND-2445,IND,598105,1,2.0134437084198,159.25650024414062,9.409501072398877,4.028509519408459,2.4198232797728925,13.962606476060342
HTI-1385,HTI,939900,0,0.10182936088831133,197.19586181640625,2.2041506275667397,0.10182936088831133,1.4048183204813436,3.872673404953727
TUR-2265,TUR,14861187,3,0.01992240734398365,574.1326538085938,20.78575013889324,0.01992240734398365,1.3321326742533852,57.12496258054285
PHL-2593,PHL,524158,0,0.02555436361581087,335.34893798828125,1.9139303393873164,0.02555436361581087,0.6097254160909688,7.291311975124428
PHL-2528,PHL,747378,0,0.0637017699384287,257.4556579589844,2.429138255459554,0.0637017699384287,0.9146332372684879,6.000415520504999
ARG-1307,ARG,598528,0,0.0012192601097604496,46.73112805684408,0.06146787622143985,0.0012192601097604496,0.0168966325769535,0.8655253563957486
UGA-3074,UGA,379296,0,0.5241615092143037,84.72112655639648,2.333416709199902,1.274415677665128,1.4097150932350073,3.7025440715802
TUR-3012,TUR,237495,0,0.00625379616394639,98.97087860107422,0.18060305982734762,0.00625379616394639,0.03799692641669466,1.9278158883002858
MAR-1451,MAR,2727276,0,0.03371585546313125,382.38072713216144,2.0458442735518676,0.03371585546313125,0.2803872753117969,13.32204063842834
ITA-5411,ITA,622079,0,0.0,1178.2203369140625,1.304537230043534,0.0,0.07127207736816324,9.601650757700241
LBR-791,LBR,560442,0,0.017282785661518574,11.253031015396118,0.419461286487961,0.2560124867333258,0.2038139672063677,0.4154720714016294
USA-3540,USA,632089,0,0.0,271.91845703125,0.16359664447043268,0.0,0.07761718698502454,1.1338588540646126
HKG-5160,HKG,0,0,null,null,null,null,null,null
BFA-2812,BFA,661389,0,0.28751397921758537,15.015405178070068,1.3070891896271806,0.8919671470540097,0.6447945101331921,1.2843711429118978
BRA-612,BRA,11241575,0,0.0,1439.914794921875,0.3154629523300934,0.0,0.10021812596106415,3.804280428378171
PHL-5522,PHL,1049926,8,1.2719942331314087,2057.09814453125,70.4270788792042,1.2719942331314087,8.524691991247323,131.65298241579592
GBR-2110,GBR,544678,0,0.09298873091056298,146.74981689453125,0.861362241454356,0.09298873091056298,0.18037821696969664,3.7164988032140642
UKR-291,UKR,2473798,0,0.012383242352650715,62.65842819213867,0.6313744528871704,0.012383242352650715,0.21038055347067458,2.844333573597367
QAT-5487,QAT,108193,0,0.6141519465731452,109.96357345581055,3.118162019966425,1.13431708364711,0.8493390652828935,5.1118036538304965
MDA-1615,MDA,81422,0,0.07238500814798267,2.496978078569685,0.45668475851926016,0.24431298880582902,0.15705841046204694,0.403840203119171
SYC-5220,SYC,2234,0,0.9025178154309591,7.420333385467529,1.7165282972946694,1.368191556336952,1.432183849329204,0.9142296708613686
NAM-3339,NAM,92386,0,2.3634912312528207E-6,387.3100280761719,0.006531146242372752,2.3634912312528207E-6,0.0019493629757464377,0.4745291862381472
PLW-5256,PLW,1331,0,0.006723750848323107,6.974504470825195,0.24954274590142883,0.06289095319993132,0.028513861362907008,0.6149793180567218
BRB-1991,BRB,63525,1,0.9600424766540527,13.535501480102539,6.1573654165491645,6.08484581510756,7.257935511914989,2.804266416917093
UGA-5603,UGA,154752,0,0.03583016172025095,10.518970489501953,0.2319817138674409,0.03583016172025095,0.1097245343440058,0.3505054060943152
GBR-2080,GBR,210044,11,0.09654900431632996,660.1654052734375,61.687065704917416,33.07529789083958,9.67522400972859,75.81113462544604
CZE-1593,CZE,636055,0,0.0,21.482341766357422,0.365959794352373,0.0,0.08034545031294256,1.311020990982976
THA-393,THA,466924,0,0.009896610065230302,33.5600954691569,0.3225312569105313,0.009896610065230302,0.18874438971345278,0.7655264736294662
PRT-747,PRT,111319,0,0.0,384.4569396972656,0.12437118090727298,0.0,0.01655857821546464,2.2042903462149237
EGY-1532,EGY,3958614,2,0.0,284.935546875,20.12462730853512,13.822130354412838,10.893472562866677,18.152388191136758
HRV-1603,HRV,259367,0,0.0,14.333722114562988,0.45068399782413543,0.0,0.11197894367378998,1.2379132466319713
CHN-1808,CHN,68303282,0,0.0062736261660560925,28087.802734375,2.518138705418646,0.0062736261660560925,1.8757699617323043,12.572591318219043
LBY-2969,LBY,97122,0,2.1492100495379418E-4,4.803605842590332,0.0027040361132636605,2.1492100495379418E-4,0.0019085769572259907,0.02814838333604164
GBR-2072,GBR,154195,13,0.19828945398330688,631.0335693359375,72.00999108780702,53.6936942743592,3.1463596783578396,66.87587378384487
LVA-5755,LVA,7003,0,3.754625213332474E-4,1.2114100456237793,0.0496395972861018,0.018449942237980244,0.02134357398815377,0.08877722701444482
ARG-5493,ARG,4873491,12,9.659222794330026,288.15435791015625,91.703510187942,78.82421971035242,80.91871132834808,45.15457633226567
JOR-853,JOR,126968,0,4.310421608189443E-4,18.00678253173828,0.02849874917833667,4.310421608189443E-4,0.00902601011523453,0.24424251781657663
ROU-303,ROU,373719,0,0.006868171516381217,37.69547223669337,0.40154582050354054,0.006868171516381217,0.08067696684578268,2.143934334171888
GBR-2102,GBR,35939,0,0.009795787744224072,43.15295219421387,0.29359042962309856,0.009795787744224072,0.07789944267602573,1.5141003987824633
KOS-5915,KOS,43203,0,0.10585247163865388,3.541451168060303,0.9569247569916884,0.8500700843636269,0.7747780927557086,0.4883646964982519
GIN-5627,GIN,421347,0,0.02281419167160425,13.1534423828125,0.27915314925436924,0.02281419167160425,0.12880465676239233,0.4404642813187675
BGR-2256,BGR,106789,0,0.03936044126749039,4.44322693347931,0.25461018413530545,0.07390980098180328,0.07357090766929154,0.4226916146199086
THA-428,THA,428904,0,0.1115853731674187,38.238840103149414,0.864505695403498,0.1115853731674187,0.4793724223091045,1.3393963445660264
LVA-1088,LVA,39808,0,0.017540280744885853,4.761638091160701,0.1842060842178645,0.06066523049714147,0.05270731849521126,0.405789693002103
GBR-2759,GBR,207747,4,1.7183289654368115,601.69775390625,24.97909586245468,6.943721123153586,1.7183289654368115,35.62810383610028
SAU-862,SAU,801890,0,4.633842545445077E-4,3.5074059859566065,0.050810930169975746,4.633842545445077E-4,0.02344444095515638,0.15541294012355583
JOR-858,JOR,176377,0,0.1334647870464175,46.74078941345215,1.2618735204819596,0.1334647870464175,0.28395710368360616,3.935296424205978
PRK-3310,PRK,1393765,0,0.026314160925212614,37.17952292306082,0.5769327240284973,0.026314160925212614,0.2351272155098848,1.7522622919269943
MRT-2790,MRT,333245,0,0.03962882922585435,20.48149871826172,0.25982592058312515,0.03962882922585435,0.1399268488184325,0.48877316547823496
GBR-2104,GBR,193348,0,0.010433843292746204,83.7773666381836,0.43349288059884583,0.010433843292746204,0.10547927395229352,2.3016774163119487
UGA-5589,UGA,278680,0,0.3525147813726479,18.37875747680664,2.1793853919244444,1.8397826463418059,2.18914405047209,1.3012427559287416
AZE-1683,AZE,80720,2,1.4424452536872454,51.41537094116211,13.941364661317209,9.34148409156674,3.036192529490075,12.303530876946715
GBR-2121,GBR,175214,0,0.14222327553711553,98.73600006103516,3.0664088512976035,0.14222327553711553,0.16842895060507515,7.638616214133281
IRN-3211,IRN,5569134,0,0.0012143844727515465,31.733375549316406,0.36179399497657555,0.0012143844727515465,0.05100076185801848,1.8711462916605137
DNK-3419,DNK,1800462,0,0.025497890631753974,325.5824890136719,3.624687766460789,0.025497890631753974,0.4741398564419161,11.507813993542143
PLW-5246,PLW,424,0,0.18208496272563934,2.017040967941284,1.073049132759222,0.7508753722533583,0.5773724602616351,0.5071796242481426
GBR-2032,GBR,178865,0,0.07697091632804204,237.74862670898438,3.129752744859821,0.07697091632804204,0.1167846228790243,8.387383936623836
SVN-961,SVN,10072,0,0.0,18.270597457885742,0.2671835756483628,0.0,0.0914688566443665,0.5464654952449203
CHN-1818,CHN,83262940,0,0.027446966138739547,2107.270751953125,6.534417403772671,0.027446966138739547,3.5622429083848117,21.534963243213664
GBR-2056,GBR,157407,0,0.0012546572834253311,205.90150451660156,4.4680001644056375,0.0012546572834253311,0.18927912984558817,10.896854630666379
HKG-5158,HKG,0,0,null,null,null,null,null,null
AZE-1701,AZE,59077,0,0.0239395788466593,9.177206039428711,0.3092374662720519,0.10104696513103369,0.1344995436892995,0.606279454818791
FSM-4941,FSM,31492,0,2.6228536444250494E-4,149.14784240722656,0.8170572433675175,2.6228536444250494E-4,0.2950771774809029,2.449832195805347
SLV-1345,SLV,301899,0,0.38416339457035065,43.51493835449219,3.4406051152790083,0.38416339457035065,0.783994337954421,5.733591697156868
ROU-287,ROU,417702,0,0.04511633852183021,52.98957839012146,0.44354393960679517,0.04511633852183021,0.15507727352059844,1.9763697414924437
GBR-5702,GBR,134182,1,0.21004120455902128,220.2940216064453,6.243957735766367,0.21004120455902128,0.3129324594125269,11.116443756112924
BTN-2493,BTN,69470,0,0.016246691213122434,2.619629383087158,0.23037694628795774,0.08180127765954773,0.03306338145005741,0.303588876784862
TUR-2230,TUR,4268978,0,0.015296567612623857,627.7388916015625,2.248297037637504,0.015296567612623857,0.4537194180891101,13.73281076176318
SVN-976,SVN,8800,0,0.2126454799351923,7.430657863616943,0.6340958672377766,0.417502867211607,0.43171412493549505,0.5536319500322744
JPN-1861,JPN,814011,0,0.007382843331825512,67.76858329772949,1.2617266063083723,0.007382843331825512,0.20034940888390604,3.7310049320132084
PRY-611,PRY,240145,0,0.0025213929920402515,26.494356155395508,0.20720815372746668,0.0025213929920402515,0.08224260070475548,0.7607780477727397
IDN-1930,IDN,4066663,0,0.02933866031948597,119.31331634521484,0.6876079641876881,0.02933866031948597,0.42148471420329525,2.787326473250826
VEN-43,VEN,1893484,5,0.5896588712290299,115.98128255208333,42.51867939329264,36.48418035251842,0.5896588712290299,33.27614120060208
MUS-5187,MUS,128717,0,0.06675421446561813,41.69759750366211,5.612744023523822,3.1525620099374816,0.9626683366157623,6.115365173792311
SVN-1004,SVN,23592,0,0.0030077470000833273,22.14899253845215,1.0694289902037555,0.0030077470000833273,0.14508194059828083,2.4321506417546925
PNG-1257,PNG,289007,0,0.019056248789032303,2.375011682510376,0.12292531292886294,0.019056248789032303,0.0456362725978075,0.1837178912524768
MAC+00?,MAC,20349,0,0.6190521121025085,282.0231018066406,33.41434270525213,17.7451565269102,11.699826701482136,38.22183964850756
PRK-3304,PRK,2315138,0,0.0,31.982952117919922,1.9648342630001498,0.8491314981289598,1.0518157851538372,2.75259892498261
MKD-2922,MKD,8069,0,0.017653102055191994,3.8007453282674155,0.06552379247211702,0.017653102055191994,0.03890212523472659,0.07160855329058838
FRA-5273,FRA,1175632,0,0.0,96.33968353271484,1.4470516390247388,0.0,0.26211436005418126,4.501812163857123
GBR-2020,GBR,152962,1,0.17188817354858374,208.04171752929688,8.888535297223646,0.17188817354858374,0.3359039142740574,15.380835921774137
PHL-5534,PHL,183909,0,0.20046084117272805,2040.648193359375,7.134088103744459,0.20046084117272805,2.063778207581527,20.52841022908573
SAU-1097,SAU,9770915,0,0.0026256150404851022,23.993629920898105,0.204098219954294,0.0026256150404851022,0.028665213226018765,1.5790895280978776
ARG-1304,ARG,957003,0,8.694730630024317E-4,46.82060578290154,0.05401364935976751,8.694730630024317E-4,0.01687911029178272,0.7975564995551446
CZE-1596,CZE,1569100,0,3.9982698704154224E-4,65.7120132446289,0.7981915642609042,3.9982698704154224E-4,0.18305152965643218,1.9854300366215558
IRQ-3051,IRQ,4254410,0,0.0,40.16726699829101,0.7851362281569673,0.0,0.14074080941278247,2.185147571709406
ATC+00?,ATC,0,0,null,null,null,null,null,null
RUS-2305,RUS,688141,0,0.0,92.93476867675781,0.541058617895709,0.0,0.11278997353650114,3.046787762689826
ITA-5417,ITA,433527,0,5.900957646967738E-4,434.9410095214844,0.9908895210144051,5.900957646967738E-4,0.051988264370683025,7.937692574416609
VNM-509,VNM,1004139,0,1.0558197605941013,173.6492462158203,4.254808692484466,1.0558197605941013,2.422157555211357,5.569263280496732
ESP-5848,ESP,891781,0,0.006539707304909825,102.28389739990234,0.3836610270227443,0.006539707304909825,0.06490495700049324,2.56772774083682
GIN-5634,GIN,250899,0,0.018854742869734764,4.485956764221191,0.1622458246614846,0.08242349955802072,0.05190430211135339,0.1666267847876655
PHL-5523,PHL,492593,11,4.397574424743652,1069.8255615234375,98.42025866722847,66.79671136924256,69.59958960297817,91.44053408591404
THA-374,THA,225266,0,0.00526777680100101,21.06776237487793,0.13368493747489774,0.00526777680100101,0.10420431994692698,0.23177066934911883
GBR-2127,GBR,147572,0,0.002574162988854434,143.6911163330078,1.1552545363656643,0.002574162988854434,0.11341605001979875,4.642024263682912
EST-1654,EST,632018,0,0.0,96.44287109375,0.6454498617876288,0.0,0.07231595203081097,3.367770450166177
PNG-1253,PNG,753842,0,0.012756151691922601,10.687839984893799,0.18937093759998314,0.012756151691922601,0.11004798488656481,0.5157129058789536
SVN-991,SVN,18154,0,0.008308743126690388,18.71946144104004,0.5813912716683137,0.008308743126690388,0.12112342817707984,1.7631105640852653
ECU-1279,ECU,483198,0,0.02295986854618317,27.847505569458008,0.6876946926499602,0.02295986854618317,0.14442806409026668,1.7660801783271003
ESP-5824,ESP,542598,0,4.5285842432023796E-5,164.44082641601562,0.3709911067235678,4.5285842432023796E-5,0.0691950509607237,2.9248002854272337
SOM-2412,SOM,543146,0,0.01186883243954424,19.226275126139324,0.07798619635097218,0.01186883243954424,0.06977103185998565,0.1286323311702757
SWE-3428,SWE,1654747,0,0.0,205.07200622558594,0.2833672542420398,0.0,0.07178871536726003,1.7496756536776674
THA-386,THA,1727174,0,0.0,84.5558598836263,1.9781126438224725,0.0,0.6811191266217053,4.7657130089193265
SDN-882,SDN,1439038,0,0.010226483456790447,2.5284281373023987,0.08689187652008289,0.010226483456790447,0.03685790716873955,0.09824394511080083
GBR-2082,GBR,271401,2,0.008130090311169624,286.21807861328125,12.339244981948095,1.7379428951293654,0.41645090152487446,18.07293451787373
IRN-3221,IRN,574589,0,0.010634523544249935,19.85287645128038,0.21897451780623184,0.010634523544249935,0.0754566911710768,0.8208574661569499
GBR-2770,GBR,420165,10,1.7437091790941126,551.45068359375,58.75624999179113,40.887487717021344,2.293615852713236,57.160518139604186
IOA-2652,IOA,8,0,7.278103931559033E-5,0.38347962498664856,0.0010178067732163755,7.611530501311844E-5,7.278103931559033E-5,0.009067436043208555
SVN-239,SVN,2599,0,0.07995193201944004,9.169403076171875,0.44276804199388325,0.07995193201944004,0.07995193201944004,0.7487934843536916
ESP-5847,ESP,151221,0,0.001642647315748036,65.06094868977864,0.06645258682968888,0.001642647315748036,0.02588845622701779,0.762186279421691
IRL-713,IRL,197294,0,0.004745055688545108,97.45977020263672,0.17596043549258109,0.004745055688545108,0.08142647011780191,0.943158758253845
NOR-912,NOR,104552,0,6.466264614539447E-4,4.640393972396851,0.05299602353834414,6.466264614539447E-4,0.010431334942055002,0.2501977591559602
LCA-5086,LCA,21698,0,0.3749596178531647,12.199524879455566,3.6224741723083693,2.413701336833436,0.8359730765678732,2.8760625964294912
VNM-497,VNM,3124505,0,0.13642966747283936,223.84822591145834,4.69685138326389,0.13642966747283936,1.5728100847004012,11.695142495427415
KHM-1791,KHM,395656,0,0.0026870646979659796,35.450469970703125,0.24176611715069118,0.0026870646979659796,0.13250740974292805,0.5260443132540045
SVN-990,SVN,14870,0,0.20269142616261787,23.163129806518555,1.8918842594151126,0.8827129045738815,0.4557618745310511,2.483138235632446
MMR-3275,MMR,5680073,0,0.04345794767141342,157.87242126464844,1.445788566039745,0.04345794767141342,0.8619917882398923,1.9625328621916462
MLT-5943,MLT,4270,4,4.21619987487793,35.22868347167969,14.624153457275808,14.286044120788576,7.949589761098226,6.732982260292442
VEN-47,VEN,3271971,0,0.04172851239232454,149.8133087158203,3.0487279209882954,0.04172851239232454,0.47592855608581547,9.188520717311116
EST-2350,EST,42096,0,6.246916157688428E-4,19.890668869018555,0.05497581422988908,6.246916157688428E-4,0.01430333698178007,0.5025304062320641
MKD-2903,MKD,76330,0,0.01151481317356229,4.008416175842285,0.41931541265427424,0.17175286155392136,0.1500502509750558,0.5811704713226443
ITA-5358,ITA,739320,0,0.0,428.8655700683594,1.6820463500789278,0.0,0.17448462158906697,8.492118311011762
PHL-2536,PHL,1293583,0,0.2577450869338853,360.3601379394531,4.5627446774913505,0.2577450869338853,1.3201690316123624,10.030394798210812
PHL-5540,PHL,274932,1,0.05972108617424965,639.8973388671875,12.00789065587391,0.05972108617424965,1.924743637169839,31.53678911665902
SWE-181,SWE,279940,0,2.577246632426977E-4,23.34627342224121,0.040690318040940976,2.577246632426977E-4,0.008959449154517915,0.3630793132955185
SVN-235,SVN,3528,0,6.753250665497035E-4,10.021863460540771,0.20575270462936904,6.753250665497035E-4,0.03735608602438308,0.6950239143374444
GRD-5075,GRD,9928,0,0.3029751479625702,12.78698444366455,1.6191959477577114,1.0964499116878252,0.4496050320224823,1.3203305533160365
PLW-5251,PLW,0,0,null,null,null,null,null,null
SVN-937,SVN,4466,0,0.06819680347831947,12.4051726659139,0.5916915510945956,0.12093301626644663,0.06819680347831947,1.373597964480782
PHL-4932,PHL,753336,0,0.075909823179245,661.4320678710938,5.137078226345992,0.075909823179245,0.8821240832355155,18.980564928338172
FRA-5262,FRA,645532,0,0.019885335117578506,58.4560661315918,0.6819977604227835,0.019885335117578506,0.23595934666632362,1.837512835771498
MLT-5974,MLT,0,0,null,null,null,null,null,null
MNE-1499,MNE,20548,0,0.04919914942938131,4.786177635192871,0.9965768853734814,0.6318139122690136,0.17963205640934327,1.0124855282341019
